hub_id,company_name,region,sido,address,matched_address,lat,lon,area_m2,fixed_cost,capacity_tons,storage_item,geocoding_status
WH_00376,씨제이대한통운 주식회사,경상남도,경상남도,경상남도 김해시 주촌면 이노비즈로 33-20,경남 김해시 주촌면 이노비즈로 33-20,35.2578015926026,128.827155824303,7685.82,7685820.0,768582.0,"냉동식품류, 냉장식품류",High-Confidence (Kakao)
WH_00377,쿠팡로지스틱스서비스(유),경상북도,경상북도,경상북도 칠곡군 왜관읍 삼청5길 50-7,경북 칠곡군 왜관읍 삼청5길 50-7,35.9796893857185,128.433034837258,1650.0,1650000.0,165000.0,"가전, 가구",High-Confidence (Kakao)
WH_00378,로지스경북,대구광역시,대구광역시,대구광역시 군위군 효령면 하평길 115,대구 군위군 효령면 하평길 115,36.106854752967,128.580570264484,4614.0,4614000.0,461400.0,파렛트,High-Confidence (Kakao)
WH_00379,주식회사 한강로지스,서울특별시,서울특별시,"서울특별시 송파구 송파대로 55, 서울복합물류 F동 지하1층 6호 (장지동)",서울 송파구 송파대로 55,37.4742027808565,127.123621185562,1245.96,1245960.0,124596.0,냉동식품류,High-Confidence (Kakao)
WH_00380,주식회사 현대글로비스 군량리센터,경기도,경기도,경기도 이천시 대월면 대월로 256,경기 이천시 대월면 대월로 256,37.1837203290444,127.492783491722,14891.0,14891000.0,1489100.0,"수전, 침실용품, 주방용품, 코스메틱, 의류 등",High-Confidence (Kakao)
WH_00381,쿠팡로지스틱스서비스 유한회사,경기도,경기도,경기도 양주시 장흥면 호국로 609,경기 양주시 장흥면 호국로 609,37.7204138345738,126.981545937993,5391.67,5391670.0,539167.0,물류 운송 서비스,High-Confidence (Kakao)
WH_00382,주식회사 에이씨지로지스,인천광역시,인천광역시,"인천광역시 서구 북항로178번길 46, 6,7층 (원창동)",,37.4563,126.7052,9427.6,9427600.0,942760.0,"스포츠용품,보드게임,여행용캐리어 등",Low-Confidence (Fallback)
WH_00383,㈜다우기업,경기도,경기도,"경기도 안성시 미양면 안성맞춤대로 390, 1층",경기 안성시 미양면 안성맞춤대로 390,36.955880908803,127.246180939375,8473.0,8473000.0,847300.0,자동차 부품,High-Confidence (Kakao)
WH_00384,동원로엑스(주),전북특별자치도,전북특별자치도,전북특별자치도 완주군 봉동읍 테크노밸리2로 32,전북특별자치도 완주군 봉동읍 테크노밸리2로 32,35.9703990540162,127.115915216731,4823.28,4823280.0,482328.0,제지류,High-Confidence (Kakao)
WH_00385,쿠팡로지스틱스서비스 유한회사,경상남도,경상남도,경상남도 진주시 지수면 지수로434번길 30,경남 진주시 지수면 지수로434번길 30,35.2299722506706,128.273157014949,1663.35,1663350.0,166335.0,"가전,가구 등",High-Confidence (Kakao)
WH_00386,(주)헤리티지박스,경기도,경기도,경기도 안산시 단원구 정왕천동로 198 (성곡동),경기 안산시 단원구 정왕천동로 198,37.3286214555298,126.738882825872,41800.95,41800950.0,4180095.0,"의류, 생활용품",High-Confidence (Kakao)
WH_00387,한국일본통운 주식회사,경기도,경기도,"경기도 용인시 처인구 중부대로1576번길 16, 지오앤에스 용인물류센터 A5동 2층 (마평동)",경기 용인시 처인구 중부대로1576번길 16,37.2312297127392,127.221000853478,4856.0,4856000.0,485600.0,"전자 센서, 전자 케이블 등",High-Confidence (Kakao)
WH_00388,쿠팡로지스틱스서비스 유한회사,경상남도,경상남도,경상남도 김해시 김해대로2635번길 63 (안동),경남 김해시 김해대로2635번길 63,35.2351791176856,128.914185181204,66820.04,66820039.99999999,6682003.999999999,물류 운송 서비스,High-Confidence (Kakao)
WH_00389,쿠팡로지스틱스서비스 유한회사,광주광역시,광주광역시,광주광역시 북구 양일로 147-20 (양산동),광주 북구 양일로 147-20,35.1990427034988,126.881407760142,2727.0,2727000.0,272700.0,"가전, 가구 등",High-Confidence (Kakao)
WH_00390,쿠팡로지스틱스서비스 유한회사(대전2서브허브 외 1),대전광역시,대전광역시,대전광역시 동구 안골로 33 (구도동),대전 동구 안골로 33,36.2688927940285,127.473857318381,22094.31,22094310.0,2209431.0,생필품,High-Confidence (Kakao)
WH_00391,쿠팡로지스틱스서비스 유한회사(시흥동모바일캠프),서울특별시,서울특별시,서울특별시 금천구 시흥대로27길 32 (시흥동),서울 금천구 시흥대로27길 32,37.4408448598348,126.901585019409,1830.9,1830900.0,183090.0,"일상생활용품, 전자제품, 가공식품 등",High-Confidence (Kakao)
WH_00392,삼양마린(주),경상남도,경상남도,경상남도 창원시 진해구 행암로92번안길 30 (장천동),경남 창원시 진해구 행암로92번안길 30,35.1299618099134,128.698821019489,1130.0,1130000.0,113000.0,"타이어칩, 고철재",High-Confidence (Kakao)
WH_00393,한솔로지스유 주식회사,경기도,경기도,경기도 화성시 만세구 팔탄면 3.1만세로 625-23,경기 화성시 만세구 팔탄면 3.1만세로 625-23,37.1067410612138,126.866053700713,35688.0,35688000.0,3568800.0,종이류(지류),High-Confidence (Kakao)
WH_00394,(주)푸르내 영광지점,전라남도,전라남도,전라남도 영광군 대마면 전기차로 126,전남 영광군 대마면 전기차로 126,35.2861612242406,126.576969293715,6594.56,6594559.999999999,659456.0,"김치, 영념장, 소스, 시레기, 배추, 무, 고추가루, 된장, 간장 등",High-Confidence (Kakao)
WH_00395,주식회사 박스풀,경기도,경기도,경기도 광주시 오포로 673-41 (추자동),경기 광주시 오포로 673-41,37.3567107504915,127.21133744688,4534.969999999999,4534969.999999999,453497.0,"생활용품, 소형가전, 화장품 등",High-Confidence (Kakao)
WH_00396,제트로직스 주식회사,경기도,경기도,"경기도 김포시 양촌읍 황금로 299, 6,7(1/2)층",,37.4138,127.5183,8110.8,8110800.0,811080.0,화물운송,Low-Confidence (Fallback)
WH_00397,에스에프익스프레스코리아(주),인천광역시,인천광역시,인천광역시 중구 영종순환로900번길 30 (운북동),인천 중구 영종순환로900번길 30,37.5110358227268,126.497920572084,39812.51,39812510.0,3981251.0,"의류, 신발, 화장품 등",High-Confidence (Kakao)
WH_00398,쿠팡풀필먼트서비스 유한회사 이천1센터,경기도,경기도,경기도 이천시 부발읍 중부대로1763번길 80-7,경기 이천시 부발읍 중부대로1763번길 80-7,37.2925994410119,127.498753830263,44946.65,44946650.0,4494665.0,"가구, 전자제품, 가공식품(상온), 생활용품",High-Confidence (Kakao)
WH_00399,쿠팡로지스틱스서비스(유),경상북도,경상북도,경상북도 칠곡군 왜관읍 보병1길 66,경북 칠곡군 왜관읍 보병1길 66,35.9335232018947,128.416812418778,15110.47,15110470.0,1511047.0,"지하1층: 물류운송서비스, 지상3층: 가전,가구보관",High-Confidence (Kakao)
WH_00400,(주)컬리넥스트마일,경기도,경기도,경기도 시흥시 시화벤처로 400 (정왕동),경기 시흥시 시화벤처로 400,37.312212124157,126.718248684661,5060.5,5060500.0,506050.0,"신선식품, 일상용품",High-Confidence (Kakao)
WH_00401,"쿠팡풀필먼트서비스 유한회사(INC26,28,36)",인천광역시,인천광역시,"인천광역시 서구 북항로120번길 55, 청라로지스틱스센터 2~9층 (원창동)",인천 서구 북항로120번길 55,37.5120562778127,126.631853630722,224636.59,224636590.0,22463659.0,"가구,전자제품,가공식품(상온),생활용품 등",High-Confidence (Kakao)
WH_00402,쿠팡로지스틱스서비스 유한회사(동아오츠카모바일캠프),서울특별시,서울특별시,"서울특별시 성동구 아차산로5길 23, 동아오츠카(주) (성수동2가)",서울 성동구 아차산로5길 23,37.5481647502759,127.052831424257,1074.34,1074340.0,107434.0,"일상생활용품, 전자제품, 가공식품 등",High-Confidence (Kakao)
WH_00403,(주)컬리넥스트마일,울산광역시,울산광역시,울산광역시 울주군 청량읍 안산길 47,울산 울주군 청량읍 안산길 47,35.4803263287221,129.313163476508,197.4,197400.0,19740.0,"신선식품, 일상용품",High-Confidence (Kakao)
WH_00404,씨제이대한통운 주식회사,인천광역시,인천광역시,인천광역시 서구 북항로178번길 46 (원창동),인천 서구 북항로178번길 46,37.5106415287911,126.630094556928,12210.0,12210000.0,1221000.0,택배물품,High-Confidence (Kakao)
WH_00405,주식회사 알앤알물류,경기도,경기도,경기도 평택시 청북읍 청북중앙로 832-43,경기 평택시 청북읍 청북중앙로 832-43,37.0618094153097,126.910518916684,109321.36,109321360.0,10932136.0,냉동·냉장 식품 등(예정),High-Confidence (Kakao)
WH_00406,주식회사 씨제이에스,경기도,경기도,"경기도 김포시 양촌읍 황금로 299, 5층",경기 김포시 양촌읍 황금로 299,37.6107456518181,126.602213004127,5433.42,5433420.0,543342.0,"의료용품, 화장품",High-Confidence (Kakao)
WH_00407,쿠팡풀필먼트서비스 유한회사,충청남도,충청남도,충청남도 천안시 서북구 성거읍 새터길 5,충남 천안시 서북구 성거읍 새터길 5,36.8990739691317,127.213575370561,96805.89,96805890.0,9680589.0,"가구,전자제품,가공식품(상온)생활용품 등",High-Confidence (Kakao)
WH_00408,주식회사 버킷플레이스,경기도,경기도,경기도 이천시 마장면 마도로 177,경기 이천시 마장면 마도로 177,37.2713725497628,127.351817568569,3359.31,3359310.0,335931.0,"책상, 의자, 침대 등 가구류",High-Confidence (Kakao)
WH_00409,주식회사 더블유지엘,경기도,경기도,경기도 광주시 포은대로 265-14 (추자동),경기 광주시 포은대로 265-14,37.3567766369315,127.222479892412,13452.64,13452640.0,1345264.0,의류,High-Confidence (Kakao)
WH_00410,주식회사 지오영,경기도,경기도,"경기도 김포시 고촌읍 아라육로57번길 108, 2층",경기 김포시 고촌읍 아라육로57번길 108,37.5914670817242,126.797458530021,3802.98,3802980.0,380298.0,"의료기기, 의약품",High-Confidence (Kakao)
WH_00411,주식회사 해동물류,경기도,경기도,"경기도 이천시 백사면 청백리로393번길 519-51, B동",경기 이천시 백사면 청백리로393번길 519-51,37.3333505098515,127.490427899488,39124.92,39124920.0,3912492.0,"화장품, 생활용품",High-Confidence (Kakao)
WH_00412,동원로엑스(주),경상남도,경상남도,"경상남도 양산시 산막공단북2길 34-54, 3층 (산막동)",경남 양산시 산막공단북2길 34-54,35.3705085686431,129.055002344764,7250.73,7250730.0,725073.0,자동차 부품,High-Confidence (Kakao)
WH_00413,주식회사 대겸종합물류,경상남도,경상남도,경상남도 김해시 대동면 대동산단8로 15-33,경남 김해시 대동면 대동산단8로 15-33,35.2814798936919,128.988336114627,2206.19,2206190.0,220619.0,"냉동, 냉장식품",High-Confidence (Kakao)
WH_00414,주식회사 신우물류,경상남도,경상남도,경상남도 진주시 정촌면 뿌리산단로50번길 130,경남 진주시 정촌면 뿌리산단로50번길 130,35.1118882718133,128.110897746071,2256.95,2256950.0,225695.0,"복사지,사무용품,생활용품",High-Confidence (Kakao)
WH_00415,(주)민영로지스,충청남도,충청남도,충청남도 당진시 송악읍 부곡공단로 11,충남 당진시 송악읍 부곡공단로 11,36.9426243884916,126.786914844493,7406.3,7406300.0,740630.0,"코일,시트 및 그외 각종 철제품",High-Confidence (Kakao)
WH_00416,쿠팡로지스틱스서비스(유),경상남도,경상남도,"경상남도 양산시 산막공단북2길 34-54, 1층 (산막동)",경남 양산시 산막공단북2길 34-54,35.3705085686431,129.055002344764,5898.98,5898980.0,589898.0,물류 운송 서비스,High-Confidence (Kakao)
WH_00417,주식회사 브로스랜드,경기도,경기도,경기도 이천시 장호원읍 경충대로597번길 66,경기 이천시 장호원읍 경충대로597번길 66,37.1541170739294,127.574874356761,14704.0,14704000.0,1470400.0,"화장품, 사무용품, 잡화",High-Confidence (Kakao)
WH_00418,씨제이대한통운(주),경기도,경기도,경기도 이천시 대월면 양녕로 78,경기 이천시 대월면 양녕로 78,37.1783381314407,127.499962935175,12945.57,12945570.0,1294557.0,식자재(완제품),High-Confidence (Kakao)
WH_00419,(주)에스엘케이,경기도,경기도,경기도 이천시 호법면 중부대로 797-37,경기 이천시 호법면 중부대로 797-37,37.2464312955598,127.421586403766,32761.61,32761610.0,3276161.0,의류 및 잡화,High-Confidence (Kakao)
WH_00420,용마로지스 주식회사,경기도,경기도,경기도 이천시 설성면 진상미로264번길 21-19,경기 이천시 설성면 진상미로264번길 21-19,37.1076505478712,127.53715671976,11554.46,11554460.0,1155446.0,의약품 등,High-Confidence (Kakao)
WH_00421,주식회사 홍천엠앤티,경기도,경기도,"경기도 이천시 마장면 프리미엄아울렛로 33-80, B동 3층",경기 이천시 마장면 프리미엄아울렛로 33-80,37.2528988542597,127.394471943657,3894.0,3894000.0,389400.0,"화장품류, 건강보조식품류",High-Confidence (Kakao)
WH_00422,홍천로지스,경기도,경기도,"경기도 이천시 마장면 프리미엄아울렛로 33-80, A동 3층",경기 이천시 마장면 프리미엄아울렛로 33-80,37.2528988542597,127.394471943657,3306.0,3306000.0,330600.0,화장품류 및 건강보조식품류,High-Confidence (Kakao)
WH_00423,삼양로지스틱스(주),경기도,경기도,"경기도 용인시 처인구 백암면 원설로 606, 3층",경기 용인시 처인구 백암면 원설로 606,37.1427669669939,127.397693310178,22730.62,22730620.0,2273062.0,"신발, 가방, 신발용품 등",High-Confidence (Kakao)
WH_00424,로젠9WN),경기도,경기도,"경기도 이천시 진상미로 1894, 3층 (대포동)",경기 이천시 진상미로 1894,37.2166864030905,127.452387321152,18.13,18130.0,1813.0,일반 택배물품,High-Confidence (Kakao)
WH_00425,(주)피앤에스네트웍스,인천광역시,인천광역시,"인천광역시 중구 자유무역로 242, PNS 인천공항 물류센터 (운서동)",인천 중구 자유무역로 242,37.4870448389988,126.471409698222,9598.58,9598580.0,959858.0,"반도체(IC, WAFER 등), 자동차 부품 등",High-Confidence (Kakao)
WH_00426,(주)블루엠텍,경기도,경기도,경기도 평택시 청북읍 드림산단1로 45,경기 평택시 청북읍 드림산단1로 45,37.0529506027079,126.980657653521,7870.0,7870000.0,787000.0,"의약품, 의료기기, 화장품, 건강기능식품 등",High-Confidence (Kakao)
WH_00427,유한회사대현바이오,전북특별자치도,전북특별자치도,전북특별자치도 군산시 산단동서로 44-12 (오식도동),전북특별자치도 군산시 산단동서로 44-12,35.9519397174788,126.578586873462,3262.28,3262280.0,326228.0,일반마스크 완제품,High-Confidence (Kakao)
WH_00428,CJ대한통운(주) 부산생수센터,부산광역시,부산광역시,"부산광역시 강서구 미음국제2로 69, A동 (미음동)",부산 강서구 미음국제2로 69,35.1474594349728,128.869401671912,2578.5,2578500.0,257850.0,"생수, 탄산음료, 복사지",High-Confidence (Kakao)
WH_00429,에스지씨이앤씨 주식회사,인천광역시,인천광역시,인천광역시 서구 북항단지로 110 (원창동),인천 서구 북항단지로 110,37.501221548676,126.617386536847,43126.33,43126330.0,4312633.0,저온보관물류,High-Confidence (Kakao)
WH_00430,(주)글로벌로직스,경기도,경기도,"경기도 광주시 초월읍 신월길 8-7, 1동",경기 광주시 초월읍 신월길 8-7,37.4122079882625,127.302214839547,396.0,396000.0,39600.0,물류포장운송서비스,High-Confidence (Kakao)
WH_00431,쿠팡로지스틱스서비스(유),경기도,경기도,"경기도 안산시 단원구 해봉로 232, GREY BOX 안산물류센터 (성곡동)",경기 안산시 단원구 해봉로 232,37.3222259517001,126.767759060915,13631.76,13631760.0,1363176.0,물류운송 서비스,High-Confidence (Kakao)
WH_00432,교촌에프앤비(주),경기도,경기도,"경기도 평택시 진위면 마산8로 25, 교촌 에프앤비물류센터",경기 평택시 진위면 마산8로 25,37.0891140742534,127.100225291396,9482.22,9482220.000000002,948222.0,"냉동/냉장 육계, 소스류, 포장박스 등",High-Confidence (Kakao)
WH_00433,이토스코리아 유한회사,인천광역시,인천광역시,"인천광역시 서구 드림로 700, 켄달스퀘어검단로지스틱스파크 4층 (당하동)",인천 서구 드림로 700,37.5786296341776,126.712977072142,3569.8,3569800.0,356980.0,예술품 등,High-Confidence (Kakao)
WH_00434,쿠팡로지스틱스서비스 유한회사(성수동5모바일캠프),서울특별시,서울특별시,서울특별시 성동구 성수이로 140 (성수동2가),서울 성동구 성수이로 140,37.5475612905169,127.058138269018,1344.46,1344460.0,134446.0,"일상생활용품, 전자제품, 가공식품 등",High-Confidence (Kakao)
WH_00435,주식회사 씨에이치테크,경상북도,경상북도,경상북도 김천시 감천면 금감로 1252,경북 김천시 감천면 금감로 1252,36.0402533559006,128.130341812479,2654.16,2654160.0,265416.0,"부직포 원단, PE 의류, 투표함, 기표대하판",High-Confidence (Kakao)
WH_00436,주식회사 오페라살루따리스,경기도,경기도,"경기도 김포시 고촌읍 아라육로57번길 45, 4층",경기 김포시 고촌읍 아라육로57번길 45,37.5907006041633,126.793967908301,2975.21,2975210.0,297521.0,의료 및 건강용품,High-Confidence (Kakao)
WH_00437,쿠팡로지스틱스서비스 유한회사,제주특별자치도,제주특별자치도,"제주특별자치도 제주시 애월읍 신상로 195, 지하(1층) 1동",제주특별자치도 제주시 애월읍 신상로 195,33.4542166389347,126.366915451048,3190.0,3190000.0,319000.0,물류 운송 서비스,High-Confidence (Kakao)
WH_00438,주식회사 인터지스,경기도,경기도,경기도 이천시 부발읍 황무로 1840,경기 이천시 부발읍 황무로 1840,37.2606626182682,127.517491995313,6411.67,6411670.0,641167.0,소비재(생활용품),High-Confidence (Kakao)
WH_00439,동원로엑스(주),전북특별자치도,전북특별자치도,전북특별자치도 익산시 석암로13길 59 (팔봉동),전북특별자치도 익산시 석암로13길 59,35.9528115606113,127.008081592083,4958.68,4958680.0,495868.0,자동차 부품,High-Confidence (Kakao)
WH_00440,강서로지스,부산광역시,부산광역시,부산광역시 강서구 미음국제2로 58 (미음동),부산 강서구 미음국제2로 58,35.1491215122664,128.871216985809,2936.07,2936070.0,293607.0,공산품 등,High-Confidence (Kakao)
WH_00441,쿠팡풀필먼트서비스 유한회사 전라광주 2-5센터,광주광역시,광주광역시,광주광역시 광산구 평동산단9번로 43 (연산동),광주 광산구 평동산단9번로 43,35.1098486247767,126.7541915219,94164.08,94164080.0,9416408.0,"가구, 전자제품, 가공식품(상온), 생활용품 등",High-Confidence (Kakao)
WH_00442,씨제이대한통운(주),경상북도,경상북도,경상북도 상주시 낙동면 영남제일로 186,경북 상주시 낙동면 영남제일로 186,36.3714259597744,128.293062730536,1874.0,1874000.0,187400.0,"카길애프리퓨리나 사료 일체(BIN, 톤백, 지대외)",High-Confidence (Kakao)
WH_00443,CJ대한통운(주) 대전생수센터,대전광역시,대전광역시,"대전광역시 동구 하소로 53, 대전킴벌리하소동창고 1동 (하소동)",대전 동구 하소로 53,36.2201710792542,127.438786784614,2314.2,2314200.0,231420.0,"생수, 탄산음료, 복사지",High-Confidence (Kakao)
WH_00444,씨앤아이로지스틱스,충청북도,충청북도,충청북도 음성군 대소읍 삼양로 1080,충북 음성군 대소읍 삼양로 1080,36.9524530870375,127.449471811251,42511.23,42511229.99999999,4251123.0,가공통조림 등,High-Confidence (Kakao)
WH_00445,씨제이대한통운(주),경상북도,경상북도,경상북도 경산시 진량읍 공단11로 215,경북 경산시 진량읍 공단11로 215,35.8743707997777,128.83933649264,47082.89,47082890.0,4708289.0,화장품,High-Confidence (Kakao)
WH_00446,쿠팡로지스틱스서비스 유한회사,경상남도,경상남도,경상남도 김해시 상동면 상동로 680-70,경남 김해시 상동면 상동로 680-70,35.3114034895569,128.939607156748,21536.54,21536540.0,2153654.0,"식음료, 생수, 가전, 가구 등",High-Confidence (Kakao)
WH_00447,주식회사 디에스브이컨트랙트로지스틱스,경기도,경기도,"경기도 군포시 번영로 82-29, 한국복합물류(주) P동 (부곡동)",경기 군포시 번영로 82-29,37.3330460947043,126.941348840356,4995.1,4995100.0,499510.00000000006,"전자부품, 커넥터",High-Confidence (Kakao)
WH_00448,쿠팡로지스틱스서비스 유한회사,경기도,경기도,경기도 화성시 동탄구 경기동로 220-17 (장지동),경기 화성시 동탄구 경기동로 220-17,37.1579806600153,127.096931130317,6260.6,6260600.0,626060.0,"가전, 가구 등",High-Confidence (Kakao)
WH_00449,지에스비주식회사,전북특별자치도,전북특별자치도,전북특별자치도 군산시 동장산로 267 (소룡동),전북특별자치도 군산시 동장산로 267,35.9725461265529,126.584326770716,18260.43,18260430.0,1826043.0,자동차 부품,High-Confidence (Kakao)
WH_00450,씨제이대한통운 주식회사,경기도,경기도,경기도 여주시 신륵로 117 (천송동),경기 여주시 신륵로 117,37.303092149707,127.663275761696,12693.75,12693750.0,1269375.0,생수,High-Confidence (Kakao)
WH_00451,(주)더북센터,경기도,경기도,경기도 파주시 적성면 선고개길 36-75,경기 파주시 적성면 선고개길 36-75,37.9729999299456,126.938995722337,8371.76,8371760.0,837176.0,서적,High-Confidence (Kakao)
WH_00452,아도코리아,경기도,경기도,"경기도 광주시 도척면 도척로 401-82, (주)한국야쿠르트곤지암물류소물류창고 3층",경기 광주시 도척면 도척로 401-82,37.313761602043,127.340627009917,1851.0,1851000.0,185100.0,골프용품 및 스포츠용품,High-Confidence (Kakao)
WH_00453,(주)제이제이플러스,경기도,경기도,"경기도 파주시 파주읍 우계로 213, 6동 1층",경기 파주시 파주읍 우계로 213,37.8440416472761,126.811256502256,1465.77,1465770.0,146577.0,물류대행,High-Confidence (Kakao)
WH_00454,롯데글로벌로지스(주),경상북도,경상북도,"경상북도 경산시 진량읍 공단11로 215, 경산복합물류센터 5층",경북 경산시 진량읍 공단11로 215,35.8743707997777,128.83933649264,28143.6,28143600.0,2814360.0,"식음료, 생활용품, 잡화 등",High-Confidence (Kakao)
WH_00455,(주)리드앤,충청북도,충청북도,충청북도 음성군 생극면 능안로 214-9,충북 음성군 생극면 능안로 214-9,37.0564482974412,127.617723133142,1090.0,1090000.0,109000.0,로봇 / 사이니지,High-Confidence (Kakao)
WH_00456,씨제이대한통운(주) 옥천생수센터,충청북도,충청북도,충청북도 옥천군 동이면 금강로 65,충북 옥천군 동이면 금강로 65,36.2929723257045,127.620272979309,11123.97,11123970.000000002,1112397.0,"생수, 탄산음료, 복사지",High-Confidence (Kakao)
WH_00457,주식회사 피케이로지스틱스,경기도,경기도,경기도 용인시 처인구 원삼면 가재월로 6,경기 용인시 처인구 원삼면 가재월로 6,37.1691772771303,127.325918909954,3609.9,3609900.0,360990.0,"햄선물세트, 김, 햇반, 완구, 글로리용품, 세제",High-Confidence (Kakao)
WH_00458,주식회사 두핸즈 용인지점,경기도,경기도,"경기도 용인시 처인구 백암면 죽양대로904번길 65, 지하1층~지상1층",경기 용인시 처인구 백암면 죽양대로904번길 65,37.1499374388497,127.390493119623,4745.0,4745000.0,474500.0,화장품 및 건강기능식품,High-Confidence (Kakao)
WH_00459,쿠팡로지스틱스서비스(유),경기도,경기도,"경기도 남양주시 화도읍 마치로 306, GS물류센타 3,4층",경기 남양주시 화도읍 마치로 306,37.6540381547665,127.279516463541,3797.56,3797560.0,379756.0,물류운송서비스,High-Confidence (Kakao)
WH_00460,씨제이대한통운(주),인천광역시,인천광역시,"인천광역시 중구 서해대로 143, 3층 (항동7가)",인천 중구 서해대로 143,37.4425842197682,126.618528200329,8621.23,8621230.0,862123.0,물품,High-Confidence (Kakao)
WH_00461,쿠팡로지스틱스서비스 유한회사(영등포캠프),서울특별시,서울특별시,서울특별시 영등포구 양산로17길 9 (당산동3가),서울 영등포구 양산로17길 9,37.5258979449303,126.893553484868,1122.75,1122750.0,112275.0,"일상생활용품, 전자제품, 가공식품 등",High-Confidence (Kakao)
WH_00462,쿠팡로지스틱스서비스(유),경기도,경기도,"경기도 남양주시 화도읍 마치로 306, GS물류센타 1,2층",경기 남양주시 화도읍 마치로 306,37.6540381547665,127.279516463541,2977.07,2977070.0,297707.0,"가전, 가구 등",High-Confidence (Kakao)
WH_00463,롯데글로벌로지스(주),부산광역시,부산광역시,부산광역시 강서구 미음국제2로 58 (미음동),부산 강서구 미음국제2로 58,35.1491215122664,128.871216985809,12206.64,12206640.0,1220664.0,"건과제품, 빙과제품",High-Confidence (Kakao)
WH_00464,주식회사 로풀,경기도,경기도,"경기도 여주시 가남읍 본두1길 17-54, A-2동",경기 여주시 가남읍 본두1길 17-54,37.2310114967481,127.579282053528,28083.21,28083210.0,2808321.0,"의류, 생활용품 등 잡화",High-Confidence (Kakao)
WH_00465,주식회사 홍천로지스,인천광역시,인천광역시,"인천광역시 서구 북항로245번길 12, 2층 (원창동)",인천 서구 북항로245번길 12,37.5051998100106,126.619725434162,7106.0,7106000.0,710600.0,"세제류, 화장품류 등",High-Confidence (Kakao)
WH_00466,블루산업개발(주) 물류창고,경기도,경기도,경기도 평택시 진위면 서탄로 33,경기 평택시 진위면 서탄로 33,37.1036168438293,127.059749975928,36002.28,36002280.0,3600228.0,보루지,High-Confidence (Kakao)
WH_00467,(주)태은물류,충청남도,충청남도,충청남도 천안시 동남구 목천읍 도장로 75-13,충남 천안시 동남구 목천읍 도장로 75-13,36.748933883065,127.178158720049,1732.0,1732000.0,173200.0,공산품(농기계 등),High-Confidence (Kakao)
WH_00468,(주)아이로지스틱스,경기도,경기도,경기도 화성시 동탄구 동탄물류로 48 (신동),경기 화성시 동탄구 동탄물류로 48,37.1701541911454,127.131455370372,1699.1,1699100.0,169910.0,"두유, 주방용품, 목공용품 등 상온 보관 가능한고객위탁 물품",High-Confidence (Kakao)
WH_00469,CJ대한통운(주) 대구생수센터,대구광역시,대구광역시,"대구광역시 달성군 하빈면 달구벌대로8길 46, Logis All",대구 달성군 하빈면 달구벌대로8길 46,35.8750937207117,128.39950116676,8320.0,8320000.0,832000.0,"생수, 탄산음료, 복사지",High-Confidence (Kakao)
WH_00470,롯데글로벌로지스(주),경기도,경기도,"경기도 시흥시 수인로 2127-11, (주)한샘 (조남동)",경기 시흥시 수인로 2127-11,37.3723564848249,126.87290665599,8904.05,8904050.0,890404.9999999999,택배물품,High-Confidence (Kakao)
WH_00471,쿠팡로지스틱스서비스 유한회사,경기도,경기도,"경기도 김포시 고촌읍 아라육로 37, 1층",경기 김포시 고촌읍 아라육로 37,37.5913958286294,126.794910649501,8583.0,8583000.0,858300.0,물류 운송,High-Confidence (Kakao)
WH_00472,쿠팡로지스틱스서비스 유한회사,광주광역시,광주광역시,광주광역시 광산구 평동산단3번로 189 (장록동),광주 광산구 평동산단3번로 189,35.1323067308877,126.771860254115,3186.0,3186000.0,318600.0,물류운송서비스,High-Confidence (Kakao)
WH_00473,디에이치엘 서플라이체인 코리아,인천광역시,인천광역시,"인천광역시 서구 드림로 700, 켄달스퀘어검단로지스틱스파크 3층 (당하동)",인천 서구 드림로 700,37.5786296341776,126.712977072142,16814.0,16814000.0,1681400.0,"컴퓨터부품, spare part. 의료제약장비, 청소기",High-Confidence (Kakao)
WH_00474,씨제이대한통운(주),경상남도,경상남도,경상남도 김해시 상동면 상동로 680-70,경남 김해시 상동면 상동로 680-70,35.3114034895569,128.939607156748,16858.27,16858270.0,1685827.0,배터리셀,High-Confidence (Kakao)
WH_00475,에스엘물류서산,충청남도,충청남도,충청남도 서산시 고북면 고북1로 404-10,충남 서산시 고북면 고북1로 404-10,36.676664029686,126.533563089334,8611.99,8611990.0,861199.0,농산물(양곡),High-Confidence (Kakao)
WH_00476,(주)태은물류,충청북도,충청북도,충청북도 청주시 서원구 남이면 연청로 1288-21,충북 청주시 서원구 남이면 연청로 1288-21,36.5299602982453,127.417183145803,7260.0,7260000.0,726000.0,공산품(농기계 등),High-Confidence (Kakao)
WH_00477,쿠팡로지스틱스서비스 유한회사,경기도,경기도,"경기도 용인시 수지구 손곡로 38, 도자기물류센타 (동천동)",경기 용인시 수지구 손곡로 38,37.3364630585577,127.098442706914,4780.3,4780300.0,478030.0,물류,High-Confidence (Kakao)
WH_00478,엔와이국제물류주식회사,인천광역시,인천광역시,"인천광역시 서구 갑문1로 20, 스카이박스1 1층 (오류동)",인천 서구 갑문1로 20,37.5637990905527,126.602830160753,7430.02,7430020.0,743002.0,"소형가전기기,생활용품,화장품 등",High-Confidence (Kakao)
