origin,destination,distance_km
Chungbuk,WH_0831,101.63
Chungbuk,WH_0832,100.22
Chungbuk,WH_0833,77.91
Chungbuk,WH_0834,74.07
Chungbuk,WH_0835,78.34
Chungbuk,WH_0836,82.51
Chungbuk,WH_0837,101.3
Chungbuk,WH_0838,69.26
Chungbuk,WH_0839,75.16
Chungbuk,WH_0840,90.14
Chungbuk,WH_0841,80.25
Chungbuk,WH_0842,73.06
Chungbuk,WH_0843,80.78
Chungbuk,WH_0844,131.63
Chungbuk,WH_0845,87.55
Chungbuk,WH_0846,74.08
Chungbuk,WH_0847,84.79
Chungbuk,WH_0848,85.48
Chungbuk,WH_0849,94.84
Chungbuk,WH_0850,54.38
Chungbuk,WH_0851,87.24
Chungbuk,WH_0852,116.5
Chungbuk,WH_0853,102.42
Chungbuk,WH_0854,74.8
Chungbuk,WH_0855,82.48
Chungbuk,WH_0856,118.03
Chungbuk,WH_0857,93.17
Chungbuk,WH_0858,67.25
Chungbuk,WH_0859,77.2
Chungbuk,WH_0860,77.68
Chungbuk,WH_0861,68.3
Chungbuk,WH_0862,78.29
Chungbuk,WH_0863,106.31
Chungbuk,WH_0864,95.38
Chungbuk,WH_0865,93.35
Chungbuk,WH_0866,72.36
Chungbuk,WH_0867,76.37
Chungbuk,WH_0868,76.8
Chungbuk,WH_0869,71.2
Chungbuk,WH_0870,87.79
Chungbuk,WH_0871,76.87
Chungbuk,WH_0872,78.32
Chungbuk,WH_0873,80.45
Chungbuk,WH_0874,52.53
Chungbuk,WH_0875,109.6
Chungbuk,WH_0876,115.3
Chungbuk,WH_0877,85.82
Chungbuk,WH_0878,93.72
Chungbuk,WH_0879,80.58
Chungbuk,WH_0880,107.59
Chungbuk,WH_0881,75.37
Chungbuk,WH_0882,117.35
Chungbuk,WH_0883,90.32
Chungbuk,WH_0884,98.95
Chungbuk,WH_0885,88.24
Chungbuk,WH_0886,93.09
Chungbuk,WH_0887,101.08
Chungbuk,WH_0888,103.41
Chungbuk,WH_0889,76.45
Chungbuk,WH_0890,81.5
Chungbuk,WH_0891,97.2
Chungbuk,WH_0892,67.47
Chungbuk,WH_0893,85.61
Chungbuk,WH_0894,99.86
Chungbuk,WH_0895,75.22
Chungbuk,WH_0896,84.41
Chungbuk,WH_0897,72.99
Chungbuk,WH_0898,71.39
Chungbuk,WH_0899,92.55
Chungbuk,WH_0900,93.9
Chungbuk,WH_0901,69.95
Chungbuk,WH_0902,90.35
Chungbuk,WH_0903,95.72
Chungbuk,WH_0904,108.42
Chungbuk,WH_0905,59.83
Chungbuk,WH_0906,88.98
Chungbuk,WH_0907,112.3
Chungbuk,WH_0908,83.62
Chungbuk,WH_0909,91.91
Chungbuk,WH_0910,87.03
Chungbuk,WH_0911,84.25
Chungbuk,WH_0912,64.86
Chungbuk,WH_0913,104.65
Chungbuk,WH_0914,109.63
Chungbuk,WH_0915,78.48
Chungbuk,WH_0916,39.45
Chungbuk,WH_0917,106.61
Chungbuk,WH_0918,108.13
Chungbuk,WH_0919,90.09
Chungbuk,WH_0920,92.36
Chungbuk,WH_0921,94.69
Chungbuk,WH_0922,94.0
Chungbuk,WH_0923,70.46
Chungbuk,WH_0924,89.3
Chungbuk,WH_0925,101.54
Chungbuk,WH_0926,81.31
Chungbuk,WH_0927,64.03
Chungbuk,WH_0928,77.76
Chungbuk,WH_0929,77.42
Chungbuk,WH_0930,80.2
Chungbuk,WH_0931,85.09
Chungbuk,WH_0932,95.43
Chungbuk,WH_0933,91.02
Chungbuk,WH_0934,115.03
Chungbuk,WH_0935,78.92
Chungbuk,WH_0936,95.9
Chungbuk,WH_0937,106.63
Chungbuk,WH_0938,67.89
Chungbuk,WH_0939,87.58
Chungbuk,WH_0940,91.55
Chungbuk,WH_0941,85.32
Chungbuk,WH_0942,109.08
Chungbuk,WH_0943,84.97
Chungbuk,WH_0944,103.69
Chungbuk,WH_0945,74.7
Chungbuk,WH_0946,96.43
Chungbuk,WH_0947,67.16
Chungbuk,WH_0948,66.78
Chungbuk,WH_0949,83.63
Chungbuk,WH_0950,114.2
Chungbuk,WH_0951,94.74
Chungbuk,WH_0952,101.5
Chungbuk,WH_0953,87.79
Chungbuk,WH_0954,88.34
Chungbuk,WH_0955,87.6
Chungbuk,WH_0956,70.03
Chungbuk,WH_0957,103.93
Chungbuk,WH_0958,76.9
Chungbuk,WH_0959,75.05
Chungbuk,WH_0960,72.85
Chungbuk,WH_0961,38.12
Chungbuk,WH_0962,60.97
Chungbuk,WH_0963,108.88
Chungbuk,WH_0964,94.2
Chungbuk,WH_0965,70.46
Chungbuk,WH_0966,89.16
Chungbuk,WH_0967,71.52
Chungbuk,WH_0968,100.06
Chungbuk,WH_0969,62.2
Chungbuk,WH_0970,96.36
Chungbuk,WH_0971,68.14
Chungbuk,WH_0972,109.55
Chungbuk,WH_0973,104.88
Chungbuk,WH_0974,103.71
Chungbuk,WH_0975,65.0
Chungbuk,WH_0976,55.17
Chungbuk,WH_0977,89.97
Chungbuk,WH_0978,108.34
Chungbuk,WH_0979,74.85
Chungbuk,WH_0980,95.78
Chungbuk,WH_0981,116.55
Chungbuk,WH_0982,117.89
Chungbuk,WH_0983,75.22
Chungbuk,WH_0984,101.28
Chungbuk,WH_0985,91.89
Chungbuk,WH_0986,108.12
Chungbuk,WH_0987,83.26
Chungbuk,WH_0988,119.3
Chungbuk,WH_0989,104.31
Chungbuk,WH_0990,102.2
Chungbuk,WH_0991,60.97
Chungbuk,WH_0992,99.74
Chungbuk,WH_0993,93.06
Chungbuk,WH_0994,92.14
Chungbuk,WH_0995,92.76
Chungbuk,WH_0996,76.83
Chungbuk,WH_0997,82.6
Chungbuk,WH_0998,106.68
Chungbuk,WH_0999,71.92
Chungbuk,WH_1000,97.3
Chungbuk,WH_1001,101.93
Chungbuk,WH_1002,110.6
Chungbuk,WH_1003,88.39
Chungbuk,WH_1004,90.9
Chungbuk,WH_1005,64.51
Chungbuk,WH_1006,83.2
Chungbuk,WH_1007,114.37
Chungbuk,WH_1008,93.17
Chungbuk,WH_1009,114.93
Chungbuk,WH_1010,105.72
Chungbuk,WH_1011,90.83
Chungbuk,WH_1012,104.65
Chungbuk,WH_1013,115.92
Chungbuk,WH_1014,98.74
Chungbuk,WH_1015,80.88
Chungbuk,WH_1016,72.25
Chungbuk,WH_1017,90.31
Chungbuk,WH_1018,92.42
Chungbuk,WH_1019,86.65
Chungbuk,WH_1020,101.49
Chungbuk,WH_1021,113.48
Chungbuk,WH_1022,66.06
Chungbuk,WH_1023,98.48
Chungbuk,WH_1024,83.24
Chungbuk,WH_1025,74.44
Chungbuk,WH_1026,113.63
Chungbuk,WH_1027,77.89
Chungbuk,WH_1028,87.98
Chungbuk,WH_1029,91.58
Chungbuk,WH_1030,71.37
Chungbuk,WH_1031,58.73
Chungbuk,WH_1032,119.19
Chungbuk,WH_1033,93.29
Chungbuk,WH_1034,70.04
Chungbuk,WH_1035,59.53
Chungbuk,WH_1036,71.02
Chungbuk,WH_1037,123.98
Chungbuk,WH_1038,105.05
Chungbuk,WH_1039,72.99
Chungbuk,WH_1040,90.77
Chungbuk,WH_1041,85.3
Chungbuk,WH_1042,64.06
Chungbuk,WH_1043,124.44
Chungbuk,WH_1044,96.15
Chungbuk,WH_1045,98.88
Chungbuk,WH_1046,88.63
Chungbuk,WH_1047,75.32
Chungbuk,WH_1048,72.81
Chungbuk,WH_1049,100.68
Chungbuk,WH_1050,77.85
Chungbuk,WH_1051,93.96
Chungbuk,WH_1052,104.43
Chungbuk,WH_1053,95.47
Chungbuk,WH_1054,109.37
Chungbuk,WH_1055,125.23
Chungbuk,WH_1056,66.89
Chungbuk,WH_1057,89.14
Chungbuk,WH_1058,113.62
Chungbuk,WH_1059,85.07
Chungbuk,WH_1060,79.72
Chungbuk,WH_1061,84.54
Chungbuk,WH_1062,121.93
Chungbuk,WH_1063,87.83
Chungbuk,WH_1064,118.25
Chungbuk,WH_1065,90.76
Chungbuk,WH_1066,88.8
Chungbuk,WH_1067,85.01
Chungbuk,WH_1068,69.2
Chungbuk,WH_1069,105.97
Chungbuk,WH_1070,109.66
Chungbuk,WH_1071,80.51
Chungbuk,WH_1072,81.19
Chungbuk,WH_1073,73.57
Chungbuk,WH_1074,83.45
Chungbuk,WH_1075,99.13
Chungbuk,WH_1076,85.72
Chungbuk,WH_1077,106.38
Chungbuk,WH_1078,87.48
Chungbuk,WH_1079,91.92
Chungbuk,WH_1080,79.83
Chungbuk,WH_1081,116.95
Chungbuk,WH_1082,94.81
Chungbuk,WH_1083,111.21
Chungbuk,WH_1084,46.14
Chungbuk,WH_1085,77.95
Chungbuk,WH_1086,122.99
Chungbuk,WH_1087,114.74
Chungbuk,WH_1088,72.51
Chungbuk,WH_1089,98.21
Chungbuk,WH_1090,84.12
Chungbuk,WH_1091,101.89
Chungbuk,WH_1092,92.47
Chungbuk,WH_1093,68.01
Chungbuk,WH_1094,60.78
Chungbuk,WH_1095,55.86
Chungbuk,WH_1096,88.58
Chungbuk,WH_1097,90.73
Chungbuk,WH_1098,107.52
Chungbuk,WH_1099,91.87
Chungbuk,WH_1100,101.61
Chungbuk,WH_1101,92.01
Chungbuk,WH_1102,91.72
Chungbuk,WH_1103,73.87
Chungbuk,WH_1104,112.26
Chungbuk,WH_1105,88.95
Chungbuk,WH_1106,73.68
Chungbuk,WH_1107,104.86
Chungbuk,WH_1108,64.75
Chungbuk,WH_1109,72.04
Chungbuk,WH_1110,83.17
Chungbuk,WH_1111,120.73
Chungbuk,WH_1112,73.76
Chungbuk,WH_1113,64.09
Chungbuk,WH_1114,88.38
Chungbuk,WH_1115,98.83
Chungbuk,WH_1116,83.81
Chungbuk,WH_1117,64.02
Chungbuk,WH_1118,91.58
Chungbuk,WH_1119,73.69
Chungbuk,WH_1120,76.67
Chungbuk,WH_1121,83.5
Chungbuk,WH_1122,91.0
Chungbuk,WH_1123,84.88
Chungbuk,WH_1124,84.17
Chungbuk,WH_1125,74.05
Chungbuk,WH_1126,90.98
Chungbuk,WH_1127,93.83
Chungbuk,WH_1128,72.88
Chungbuk,WH_1129,90.28
Chungbuk,WH_1130,123.45
Chungbuk,WH_1131,92.98
Chungbuk,WH_1132,66.66
Chungbuk,WH_1133,84.43
Chungbuk,WH_1134,101.88
Chungbuk,WH_1135,85.51
Chungbuk,WH_1136,85.98
Chungbuk,WH_1137,67.91
Chungbuk,WH_1138,107.53
Chungbuk,WH_1139,128.11
Chungbuk,WH_1140,84.53
Chungbuk,WH_1141,108.1
Chungbuk,WH_1142,81.43
Chungbuk,WH_1143,102.09
Chungbuk,WH_1144,111.18
Chungbuk,WH_1145,84.43
Chungbuk,WH_1146,109.37
Chungbuk,WH_1147,64.38
Chungbuk,WH_1148,53.38
Chungbuk,WH_1149,144.44
Chungbuk,WH_1150,86.18
Chungbuk,WH_1151,62.96
Chungbuk,WH_1152,96.66
Chungbuk,WH_1153,72.35
Chungbuk,WH_1154,76.72
Chungbuk,WH_1155,99.75
Chungbuk,WH_1156,83.9
Chungbuk,WH_1157,75.18
Chungbuk,WH_1158,89.98
Chungbuk,WH_1159,50.44
Chungbuk,WH_1160,62.17
Chungbuk,WH_1161,107.48
Chungbuk,WH_1162,53.81
Chungbuk,WH_1163,91.17
Chungbuk,WH_1164,86.75
Chungbuk,WH_1165,90.32
Chungbuk,WH_1166,108.84
Chungbuk,WH_1167,103.32
Chungbuk,WH_1168,76.83
Chungbuk,WH_1169,57.7
Chungbuk,WH_1170,85.09
Chungbuk,WH_1171,70.39
Chungbuk,WH_1172,77.62
Chungbuk,WH_1173,91.69
Chungbuk,WH_1174,79.85
Chungbuk,WH_1175,86.67
Chungbuk,WH_1176,90.71
Chungbuk,WH_1177,66.13
Chungbuk,WH_1178,89.68
Chungbuk,WH_1179,90.3
Chungbuk,WH_1180,100.63
Chungbuk,WH_1181,72.33
Chungbuk,WH_1182,56.68
Chungbuk,WH_1183,81.0
Chungbuk,WH_1184,91.03
Chungbuk,WH_1185,77.47
Chungbuk,WH_1186,96.37
Chungbuk,WH_1187,83.27
Chungbuk,WH_1188,63.66
Chungbuk,WH_1189,107.42
Chungbuk,WH_1190,81.55
Chungbuk,WH_1191,104.06
Chungbuk,WH_1192,101.75
Chungbuk,WH_1193,85.66
Chungbuk,WH_1194,96.77
Chungbuk,WH_1195,80.43
Chungbuk,WH_1196,96.66
Chungbuk,WH_1197,79.4
Chungbuk,WH_1198,82.96
Chungbuk,WH_1199,95.04
Chungbuk,WH_1200,104.38
Chungbuk,WH_1201,70.37
Chungbuk,WH_1202,107.46
Chungbuk,WH_1203,60.96
Chungbuk,WH_1204,92.15
Chungbuk,WH_1205,85.98
Chungbuk,WH_1206,83.93
Chungbuk,WH_1207,98.6
Chungbuk,WH_1208,54.77
Chungbuk,WH_1209,110.4
Chungbuk,WH_1210,92.99
Chungbuk,WH_1211,114.81
Chungbuk,WH_1212,83.59
Chungbuk,WH_1213,96.58
Chungbuk,WH_1214,91.55
Chungbuk,WH_1215,61.53
Chungbuk,WH_1216,96.84
Chungbuk,WH_1217,117.59
Chungbuk,WH_1218,59.65
Chungbuk,WH_1219,102.89
Chungbuk,WH_1220,90.11
Chungbuk,WH_1221,102.09
Chungbuk,WH_1222,94.92
Chungbuk,WH_1223,81.08
Chungbuk,WH_1224,107.18
Chungbuk,WH_1225,80.97
Chungbuk,WH_1226,93.67
Chungbuk,WH_1227,95.51
Chungbuk,WH_1228,96.18
Chungbuk,WH_1229,84.97
Chungbuk,WH_1230,89.93
Chungbuk,WH_1231,88.25
Chungbuk,WH_1232,92.81
Chungbuk,WH_1233,121.71
Chungbuk,WH_1234,68.5
Chungbuk,WH_1235,92.59
Chungbuk,WH_1236,111.11
Chungbuk,WH_1237,111.9
Chungbuk,WH_1238,68.02
Chungbuk,WH_1239,95.87
Chungbuk,WH_1240,76.3
Chungbuk,WH_1241,54.99
Chungbuk,WH_1242,90.59
Chungbuk,WH_1243,114.16
Chungbuk,WH_1244,86.04
Chungbuk,WH_1245,64.55
Chungbuk,WH_1246,76.13
Chungbuk,WH_1247,88.42
Chungbuk,WH_1248,89.84
Chungbuk,WH_1249,79.36
Chungbuk,WH_1250,90.63
Chungbuk,WH_1251,57.1
Chungbuk,WH_1252,81.61
Chungbuk,WH_1253,113.93
Chungbuk,WH_1254,64.22
Chungbuk,WH_1255,74.58
Chungbuk,WH_1256,82.85
Chungbuk,WH_1257,90.81
Chungbuk,WH_1258,92.71
Chungbuk,WH_1259,105.98
Chungbuk,WH_1260,93.38
Chungbuk,WH_1261,94.33
Chungbuk,WH_1262,92.58
Chungbuk,WH_1263,102.57
Chungbuk,WH_1264,91.75
Chungbuk,WH_1265,70.24
Chungbuk,WH_1266,92.46
Chungbuk,WH_1267,96.31
Chungbuk,WH_1268,84.18
Chungbuk,WH_1269,84.07
Chungbuk,WH_1270,82.14
Chungbuk,WH_1271,116.81
Chungbuk,WH_1272,83.93
Chungbuk,WH_1273,105.56
Chungbuk,WH_1274,110.22
Chungbuk,WH_1275,107.71
Chungbuk,WH_1276,76.68
Chungbuk,WH_1277,62.01
Chungbuk,WH_1278,101.31
Chungbuk,WH_1279,84.14
Chungbuk,WH_1280,92.1
Chungbuk,WH_1281,113.94
Chungbuk,WH_1282,80.31
Chungbuk,WH_1283,79.76
Chungbuk,WH_1284,85.58
Chungbuk,WH_1285,92.46
Chungbuk,WH_1286,116.76
Chungbuk,WH_1287,82.5
Chungbuk,WH_1288,107.74
Chungbuk,WH_1289,85.87
Chungbuk,WH_1290,87.24
Chungbuk,WH_1291,93.11
Chungbuk,WH_1292,43.31
Chungbuk,WH_1293,78.14
Chungbuk,WH_1294,105.39
Chungbuk,WH_1295,103.04
Chungbuk,WH_1296,78.81
Chungbuk,WH_1297,87.18
Chungbuk,WH_1298,55.99
Chungbuk,WH_1299,81.57
Chungbuk,WH_1300,76.82
Chungbuk,WH_1301,79.14
Chungbuk,WH_1302,94.75
Chungbuk,WH_1303,116.79
Chungbuk,WH_1304,78.53
Chungbuk,WH_1305,78.86
Chungbuk,WH_1306,74.64
Chungbuk,WH_1307,93.31
Chungbuk,WH_1308,54.67
Chungbuk,WH_1309,106.43
Chungbuk,WH_1310,96.21
Chungbuk,WH_1311,70.87
Chungbuk,WH_1312,76.6
Chungbuk,WH_1313,73.32
Chungbuk,WH_1314,78.63
Chungbuk,WH_1315,87.83
Chungbuk,WH_1316,78.77
Chungbuk,WH_1317,48.59
Chungbuk,WH_1318,107.36
Chungbuk,WH_1319,117.96
Chungbuk,WH_1320,88.62
Chungbuk,WH_1321,76.88
Chungbuk,WH_1322,70.23
Chungbuk,WH_1323,110.77
Chungbuk,WH_1324,101.55
Chungbuk,WH_1325,88.82
Chungbuk,WH_1326,123.48
Chungbuk,WH_1327,104.59
Chungbuk,WH_1328,68.54
Chungbuk,WH_1329,75.66
Chungbuk,WH_1330,73.41
Chungbuk,WH_1331,99.2
Chungbuk,WH_1332,94.96
Chungbuk,WH_1333,69.41
Chungbuk,WH_1334,79.35
Chungbuk,WH_1335,52.81
Chungbuk,WH_1336,70.41
Chungbuk,WH_1337,122.72
Chungbuk,WH_1338,103.06
Chungbuk,WH_1339,79.04
Chungbuk,WH_1340,97.06
Chungbuk,WH_1341,61.77
Chungbuk,WH_1342,62.15
Chungbuk,WH_1343,70.57
Chungbuk,WH_1344,64.62
Chungbuk,WH_1345,67.42
Chungbuk,WH_1346,98.73
Chungbuk,WH_1347,89.72
Chungbuk,WH_1348,92.97
Chungbuk,WH_1349,69.92
Chungbuk,WH_1350,80.94
Chungbuk,WH_1351,107.54
Chungbuk,WH_1352,103.95
Chungbuk,WH_1353,114.9
Chungbuk,WH_1354,68.42
Chungbuk,WH_1355,94.61
Chungbuk,WH_1356,143.86
Chungbuk,WH_1357,159.91
Chungbuk,WH_1358,157.28
Chungbuk,WH_1359,136.54
Chungbuk,WH_1360,126.7
Chungbuk,WH_1361,132.98
Chungbuk,WH_1362,156.63
Chungbuk,WH_1363,157.23
Chungbuk,WH_1364,133.76
Chungbuk,WH_1365,149.72
Chungbuk,WH_1366,141.61
Chungbuk,WH_1367,115.17
Chungbuk,WH_1368,152.34
Chungbuk,WH_1369,126.34
Chungbuk,WH_1370,133.74
Chungbuk,WH_1371,135.61
Chungbuk,WH_1372,134.76
Chungbuk,WH_1373,150.01
Chungbuk,WH_1374,158.74
Chungbuk,WH_1375,151.58
Chungbuk,WH_1376,137.1
Chungbuk,WH_1377,158.0
Chungbuk,WH_1378,149.18
Chungbuk,WH_1379,140.73
Chungbuk,WH_1380,154.87
Chungbuk,WH_1381,117.19
Chungbuk,WH_1382,155.19
Chungbuk,WH_1383,129.52
Chungbuk,WH_1384,136.67
Chungbuk,WH_1385,124.91
Chungbuk,WH_1386,132.4
Chungbuk,WH_1387,106.39
Chungbuk,WH_1388,133.0
Chungbuk,WH_1389,161.28
Chungbuk,WH_1390,146.14
Chungbuk,WH_1391,156.64
Chungbuk,WH_1392,128.29
Chungbuk,WH_1393,160.59
Chungbuk,WH_1394,144.2
Chungbuk,WH_1395,165.43
Chungbuk,WH_1396,116.24
Chungbuk,WH_1397,173.16
Chungbuk,WH_1398,159.77
Chungbuk,WH_1399,159.69
Chungbuk,WH_1400,152.15
Chungbuk,WH_1401,167.16
Chungbuk,WH_1402,150.11
Chungbuk,WH_1403,130.92
Chungbuk,WH_1404,144.8
Chungbuk,WH_1405,136.71
Chungbuk,WH_1406,15.24
Chungbuk,WH_1407,14.41
Chungbuk,WH_1408,13.79
Chungbuk,WH_1409,19.71
Chungbuk,WH_1410,23.7
Chungbuk,WH_1411,26.99
Chungbuk,WH_1412,11.2
Chungbuk,WH_1413,11.01
Chungbuk,WH_1414,19.32
Chungbuk,WH_1415,12.57
Chungbuk,WH_1416,7.39
Chungbuk,WH_1417,16.53
Chungbuk,WH_1418,38.03
Chungbuk,WH_1419,25.31
Chungbuk,WH_1420,9.46
Chungbuk,WH_1421,14.42
Chungbuk,WH_1422,11.02
Chungbuk,WH_1423,10.89
Chungbuk,WH_1424,40.55
Chungbuk,WH_1425,9.96
Chungbuk,WH_1426,5.58
Chungbuk,WH_1427,25.8
Chungbuk,WH_1428,16.15
Chungbuk,WH_1429,17.45
Chungbuk,WH_1430,18.01
Chungbuk,WH_1431,15.24
Chungbuk,WH_1432,14.86
Chungbuk,WH_1433,24.22
Chungbuk,WH_1434,11.92
Chungbuk,WH_1435,12.85
Chungbuk,WH_1436,31.29
Chungbuk,WH_1437,13.63
Chungbuk,WH_1438,13.32
Chungbuk,WH_1439,21.01
Chungbuk,WH_1440,19.8
Chungbuk,WH_1441,30.44
Chungbuk,WH_1442,4.55
Chungbuk,WH_1443,18.89
Chungbuk,WH_1444,26.88
Chungbuk,WH_1445,18.53
Chungbuk,WH_1446,12.28
Chungbuk,WH_1447,27.06
Chungbuk,WH_1448,8.58
Chungbuk,WH_1449,42.48
Chungbuk,WH_1450,6.32
Chungbuk,WH_1451,18.05
Chungbuk,WH_1452,22.85
Chungbuk,WH_1453,19.15
Chungbuk,WH_1454,10.38
Chungbuk,WH_1455,40.64
Chungbuk,WH_1456,33.84
Chungbuk,WH_1457,13.69
Chungbuk,WH_1458,24.68
Chungbuk,WH_1459,23.23
Chungbuk,WH_1460,5.07
Chungbuk,WH_1461,8.38
Chungbuk,WH_1462,36.19
Chungbuk,WH_1463,11.49
Chungbuk,WH_1464,8.92
Chungbuk,WH_1465,12.17
Chungbuk,WH_1466,30.04
Chungbuk,WH_1467,24.38
Chungbuk,WH_1468,20.77
Chungbuk,WH_1469,18.77
Chungbuk,WH_1470,5.21
Chungbuk,WH_1471,26.26
Chungbuk,WH_1472,15.38
Chungbuk,WH_1473,24.93
Chungbuk,WH_1474,13.36
Chungbuk,WH_1475,4.14
Chungbuk,WH_1476,21.29
Chungbuk,WH_1477,25.48
Chungbuk,WH_1478,12.35
Chungbuk,WH_1479,24.34
Chungbuk,WH_1480,8.17
Chungbuk,WH_1481,8.34
Chungbuk,WH_1482,31.97
Chungbuk,WH_1483,12.15
Chungbuk,WH_1484,8.65
Chungbuk,WH_1485,42.46
Chungbuk,WH_1486,22.83
Chungbuk,WH_1487,19.84
Chungbuk,WH_1488,58.04
Chungbuk,WH_1489,66.7
Chungbuk,WH_1490,54.76
Chungbuk,WH_1491,57.66
Chungbuk,WH_1492,62.48
Chungbuk,WH_1493,66.44
Chungbuk,WH_1494,67.18
Chungbuk,WH_1495,61.84
Chungbuk,WH_1496,71.04
Chungbuk,WH_1497,62.95
Chungbuk,WH_1498,75.31
Chungbuk,WH_1499,72.97
Chungbuk,WH_1500,61.48
Chungbuk,WH_1501,61.47
Chungbuk,WH_1502,62.01
Chungbuk,WH_1503,108.98
Chungbuk,WH_1504,84.75
Chungbuk,WH_1505,73.43
Chungbuk,WH_1506,92.91
Chungbuk,WH_1507,69.34
Chungbuk,WH_1508,64.31
Chungbuk,WH_1509,87.94
Chungbuk,WH_1510,54.9
Chungbuk,WH_1511,80.02
Chungbuk,WH_1512,81.97
Chungbuk,WH_1513,68.11
Chungbuk,WH_1514,69.5
Chungbuk,WH_1515,65.51
Chungbuk,WH_1516,60.1
Chungbuk,WH_1517,66.09
Chungbuk,WH_1518,63.96
Chungbuk,WH_1519,52.35
Chungbuk,WH_1520,58.73
Chungbuk,WH_1521,53.5
Chungbuk,WH_1522,68.96
Chungbuk,WH_1523,71.03
Chungbuk,WH_1524,53.85
Chungbuk,WH_1525,54.93
Chungbuk,WH_1526,72.66
Chungbuk,WH_1527,63.2
Chungbuk,WH_1528,47.1
Chungbuk,WH_1529,49.0
Chungbuk,WH_1530,69.83
Chungbuk,WH_1531,83.55
Chungbuk,WH_1532,72.15
Chungbuk,WH_1533,69.53
Chungbuk,WH_1534,78.89
Chungbuk,WH_1535,78.85
Chungbuk,WH_1536,71.07
Chungbuk,WH_1537,43.43
Chungbuk,WH_1538,53.48
Chungbuk,WH_1539,47.83
Chungbuk,WH_1540,72.74
Chungbuk,WH_1541,67.31
Chungbuk,WH_1542,85.37
Chungbuk,WH_1543,53.64
Chungbuk,WH_1544,81.31
Chungbuk,WH_1545,49.32
Chungbuk,WH_1546,66.56
Chungbuk,WH_1547,49.06
Chungbuk,WH_1548,79.44
Chungbuk,WH_1549,91.49
Chungbuk,WH_1550,80.93
Chungbuk,WH_1551,92.99
Chungbuk,WH_1552,116.31
Chungbuk,WH_1553,127.78
Chungbuk,WH_1554,138.99
Chungbuk,WH_1555,112.16
Chungbuk,WH_1556,83.36
Chungbuk,WH_1557,98.06
Chungbuk,WH_1558,114.45
Chungbuk,WH_1559,124.24
Chungbuk,WH_1560,98.65
Chungbuk,WH_1561,90.59
Chungbuk,WH_1562,129.56
Chungbuk,WH_1563,105.63
Chungbuk,WH_1564,123.51
Chungbuk,WH_1565,117.91
Chungbuk,WH_1566,90.2
Chungbuk,WH_1567,82.79
Chungbuk,WH_1568,145.83
Chungbuk,WH_1569,84.18
Chungbuk,WH_1570,146.73
Chungbuk,WH_1571,102.55
Chungbuk,WH_1572,81.89
Chungbuk,WH_1573,98.9
Chungbuk,WH_1574,96.15
Chungbuk,WH_1575,117.25
Chungbuk,WH_1576,53.81
Chungbuk,WH_1577,115.1
Chungbuk,WH_1578,109.54
Chungbuk,WH_1579,87.89
Chungbuk,WH_1580,104.83
Chungbuk,WH_1581,107.34
Chungbuk,WH_1582,125.26
Chungbuk,WH_1583,102.6
Chungbuk,WH_1584,119.0
Chungbuk,WH_1585,79.43
Chungbuk,WH_1586,110.22
Chungbuk,WH_1587,123.46
Chungbuk,WH_1588,95.4
Chungbuk,WH_1589,76.63
Chungbuk,WH_1590,98.58
Chungbuk,WH_1591,112.78
Chungbuk,WH_1592,102.4
Chungbuk,WH_1593,89.62
Chungbuk,WH_1594,99.63
Chungbuk,WH_1595,130.58
Chungbuk,WH_1596,106.76
Chungbuk,WH_1597,108.42
Chungbuk,WH_1598,126.12
Chungbuk,WH_1599,101.95
Chungbuk,WH_1600,107.7
Chungbuk,WH_1601,105.26
Chungbuk,WH_1602,104.75
Chungbuk,WH_1603,97.09
Chungbuk,WH_1604,104.02
Chungbuk,WH_1605,86.15
Chungbuk,WH_1606,98.12
Chungbuk,WH_1607,138.36
Chungbuk,WH_1608,80.27
Chungbuk,WH_1609,98.38
Chungbuk,WH_1610,102.31
Chungbuk,WH_1611,102.25
Chungbuk,WH_1612,108.19
Chungbuk,WH_1613,123.53
Chungbuk,WH_1614,67.23
Chungbuk,WH_1615,106.92
Chungbuk,WH_1616,123.29
Chungbuk,WH_1617,130.28
Chungbuk,WH_1618,105.39
Chungbuk,WH_1619,110.96
Chungbuk,WH_1620,103.41
Chungbuk,WH_1621,193.98
Chungbuk,WH_1622,199.51
Chungbuk,WH_1623,215.03
Chungbuk,WH_1624,190.19
Chungbuk,WH_1625,186.55
Chungbuk,WH_1626,203.14
Chungbuk,WH_1627,168.39
Chungbuk,WH_1628,213.14
Chungbuk,WH_1629,194.36
Chungbuk,WH_1630,219.38
Chungbuk,WH_1631,203.14
Chungbuk,WH_1632,187.65
Chungbuk,WH_1633,217.9
Chungbuk,WH_1634,223.66
Chungbuk,WH_1635,188.55
Chungbuk,WH_1636,232.26
Chungbuk,WH_1637,199.59
Chungbuk,WH_1638,192.96
Chungbuk,WH_1639,207.08
Chungbuk,WH_1640,176.07
Chungbuk,WH_1641,194.68
Chungbuk,WH_1642,206.1
Chungbuk,WH_1643,213.2
Chungbuk,WH_1644,209.57
Chungbuk,WH_1645,160.46
Chungbuk,WH_1646,213.35
Chungbuk,WH_1647,203.74
Chungbuk,WH_1648,194.13
Chungbuk,WH_1649,198.64
Chungbuk,WH_1650,217.58
Chungbuk,WH_1651,208.47
Chungbuk,WH_1652,220.45
