lane_id,distance_km,delayed_shipments,penalty_cost_usd
Gangwon-WH_1488,179.74,5,1099.81
Gangwon-WH_1489,198.43,16,626.59
Gangwon-WH_1490,174.86,16,1310.6
Gangwon-WH_1491,184.82,11,943.07
Gangwon-WH_1492,190.87,13,308.18
Gangwon-WH_1493,198.96,5,649.2
Gangwon-WH_1494,193.62,4,797.43
Gangwon-WH_1495,192.91,13,880.47
Gangwon-WH_1496,178.55,6,682.29
Gangwon-WH_1497,200.07,13,1214.27
Gangwon-WH_1498,192.3,9,735.31
Gangwon-WH_1499,205.98,7,923.2
Gangwon-WH_1500,178.08,17,1461.53
Gangwon-WH_1501,179.92,18,371.09
Gangwon-WH_1502,178.6,6,449.6
Gangwon-WH_1503,230.37,18,767.47
Gangwon-WH_1504,199.91,12,967.07
Gangwon-WH_1505,158.59,19,1013.63
Gangwon-WH_1506,214.94,7,346.29
Gangwon-WH_1507,195.14,16,531.63
Gangwon-WH_1508,186.22,16,414.4
Gangwon-WH_1509,200.12,4,491.15
Gangwon-WH_1510,174.48,4,1178.63
Gangwon-WH_1511,212.48,18,1396.54
Gangwon-WH_1512,215.4,10,886.56
Gangwon-WH_1513,174.49,19,771.68
Gangwon-WH_1514,209.19,4,820.22
Gangwon-WH_1515,186.53,8,1223.03
Gangwon-WH_1516,194.91,18,1198.28
Gangwon-WH_1517,191.91,16,1109.06
Gangwon-WH_1518,189.02,8,770.02
Gangwon-WH_1519,180.6,15,341.67
Gangwon-WH_1520,195.54,19,909.05
Gangwon-WH_1521,175.46,9,1079.26
Gangwon-WH_1522,191.17,16,657.64
Gangwon-WH_1523,177.62,17,511.76
Gangwon-WH_1524,181.63,19,1112.14
Gangwon-WH_1525,168.88,14,1002.27
Gangwon-WH_1526,199.92,17,1062.24
Gangwon-WH_1527,207.67,15,393.19
Gangwon-WH_1528,176.69,4,1006.21
Gangwon-WH_1529,169.02,9,631.84
Gangwon-WH_1530,194.2,14,220.97
Gangwon-WH_1531,208.74,16,116.4
Gangwon-WH_1532,209.39,8,1215.25
Gangwon-WH_1533,190.96,3,1404.7
Gangwon-WH_1534,183.28,7,953.74
Gangwon-WH_1535,204.81,17,575.25
Gangwon-WH_1536,188.85,8,1287.17
Gangwon-WH_1537,163.87,6,1354.29
Gangwon-WH_1538,176.81,8,723.13
Gangwon-WH_1539,186.27,4,799.5
Gangwon-WH_1540,187.66,11,115.32
Gangwon-WH_1541,196.78,12,1383.68
Gangwon-WH_1542,203.47,9,449.65
Gangwon-WH_1543,174.53,19,1144.31
Gangwon-WH_1544,210.18,14,1080.74
Gangwon-WH_1545,172.14,13,751.69
Gangwon-WH_1546,201.49,13,731.07
Gangwon-WH_1547,184.75,2,480.78
Gangwon-WH_1548,197.59,9,1395.66
Gangwon-WH_1549,235.99,10,1172.74
Gangwon-WH_1550,222.84,5,715.83
Gangwon-WH_1551,235.07,4,881.87
Gangwon-WH_1552,260.52,19,1134.84
Gangwon-WH_1553,271.44,11,1066.16
Gangwon-WH_1554,279.29,8,415.08
Gangwon-WH_1555,255.31,8,158.36
Gangwon-WH_1556,226.72,4,544.99
Gangwon-WH_1557,242.43,17,969.77
Gangwon-WH_1558,254.93,4,677.37
Gangwon-WH_1559,268.74,4,845.41
Gangwon-WH_1560,242.62,14,334.44
Gangwon-WH_1561,233.72,14,1368.28
Gangwon-WH_1562,273.23,16,909.0
Gangwon-WH_1563,249.04,1,1465.94
Gangwon-WH_1564,267.25,5,406.0
Gangwon-WH_1565,261.91,9,551.1
Gangwon-WH_1566,234.69,6,266.78
Gangwon-WH_1567,227.28,8,894.26
Gangwon-WH_1568,290.2,12,596.93
Gangwon-WH_1569,228.57,13,1324.96
Gangwon-WH_1570,290.94,15,795.98
Gangwon-WH_1571,246.79,12,788.9
Gangwon-WH_1572,226.39,1,573.23
Gangwon-WH_1573,237.89,9,817.56
Gangwon-WH_1574,240.49,4,1324.64
Gangwon-WH_1575,261.06,8,876.21
Gangwon-WH_1576,198.27,6,1243.76
Gangwon-WH_1577,259.34,11,1411.65
Gangwon-WH_1578,252.45,3,1366.97
Gangwon-WH_1579,231.85,4,504.05
Gangwon-WH_1580,246.03,8,813.78
Gangwon-WH_1581,251.56,8,682.63
Gangwon-WH_1582,269.57,19,170.36
Gangwon-WH_1583,246.26,19,340.99
Gangwon-WH_1584,262.92,8,1378.31
Gangwon-WH_1585,222.71,17,494.11
Gangwon-WH_1586,251.98,11,245.95
Gangwon-WH_1587,264.86,14,1490.6
Gangwon-WH_1588,238.8,15,122.52
Gangwon-WH_1589,220.72,9,181.23
Gangwon-WH_1590,242.22,9,347.3
Gangwon-WH_1591,257.24,2,273.17
Gangwon-WH_1592,245.8,18,401.73
Gangwon-WH_1593,234.09,16,1432.01
Gangwon-WH_1594,243.45,6,684.37
Gangwon-WH_1595,274.97,10,1482.0
Gangwon-WH_1596,250.91,11,1371.67
Gangwon-WH_1597,250.77,2,1092.01
Gangwon-WH_1598,268.49,9,806.09
Gangwon-WH_1599,243.22,3,897.73
Gangwon-WH_1600,252.18,7,1446.33
Gangwon-WH_1601,249.49,1,1025.9
Gangwon-WH_1602,248.78,13,1220.67
Gangwon-WH_1603,238.86,1,1285.71
Gangwon-WH_1604,248.02,4,172.08
Gangwon-WH_1605,225.77,4,581.35
Gangwon-WH_1606,242.27,7,1497.78
Gangwon-WH_1607,282.35,11,502.47
Gangwon-WH_1608,224.77,18,396.29
Gangwon-WH_1609,242.76,7,1428.71
Gangwon-WH_1610,244.9,11,1167.15
Gangwon-WH_1611,246.3,10,914.61
Gangwon-WH_1612,252.69,10,740.63
Gangwon-WH_1613,267.02,19,1227.84
Gangwon-WH_1614,211.64,13,1415.32
Gangwon-WH_1615,250.27,16,208.57
Gangwon-WH_1616,267.78,16,950.82
Gangwon-WH_1617,274.2,7,376.99
Gangwon-WH_1618,248.52,9,1261.47
Gangwon-WH_1619,254.89,5,459.64
Gangwon-WH_1620,246.99,15,987.66
Gangwon-WH_1621,336.64,11,519.4
Gangwon-WH_1622,342.02,11,171.48
Gangwon-WH_1623,358.46,7,606.22
Gangwon-WH_1624,332.14,11,1231.26
Gangwon-WH_1625,329.77,13,905.26
Gangwon-WH_1626,345.21,5,749.3
Gangwon-WH_1627,312.71,12,144.58
Gangwon-WH_1628,356.78,16,990.38
Gangwon-WH_1629,332.7,12,352.28
Gangwon-WH_1630,361.72,6,242.99
Gangwon-WH_1631,346.12,7,155.36
Gangwon-WH_1632,331.44,10,663.86
Gangwon-WH_1633,361.66,16,717.51
Gangwon-WH_1634,366.69,4,1153.39
Gangwon-WH_1635,329.28,9,355.43
Gangwon-WH_1636,374.81,3,1478.26
Gangwon-WH_1637,343.11,4,397.06
Gangwon-WH_1638,334.84,19,782.89
Gangwon-WH_1639,349.75,12,180.67
Gangwon-WH_1640,320.16,5,1068.07
Gangwon-WH_1641,338.42,9,835.6
Gangwon-WH_1642,347.7,8,590.37
Gangwon-WH_1643,354.8,9,609.21
Gangwon-WH_1644,352.26,14,783.99
Gangwon-WH_1645,303.43,5,817.14
Gangwon-WH_1646,357.1,10,210.44
Gangwon-WH_1647,347.69,8,974.84
Gangwon-WH_1648,336.9,3,128.02
Gangwon-WH_1649,342.23,11,1409.89
Gangwon-WH_1650,357.72,14,599.15
Gangwon-WH_1651,352.24,6,1490.29
Gangwon-WH_1652,363.56,18,324.19
Gangwon-WH_1653,331.4,18,927.32
Gangwon-WH_1654,341.32,16,1188.01
Gangwon-WH_1655,332.35,2,261.98
Gangwon-WH_1656,324.85,2,611.13
Gangwon-WH_1657,349.91,15,1233.38
Gangwon-WH_1658,330.47,15,1392.05
Gangwon-WH_1659,361.01,19,233.51
Gangwon-WH_1660,342.19,3,654.43
Gangwon-WH_1661,358.57,3,543.87
Gangwon-WH_1662,364.45,9,1250.27
Gangwon-WH_1663,363.99,16,430.4
Gangwon-WH_1664,356.09,11,956.83
Gangwon-WH_1665,329.47,7,1094.11
Gangwon-WH_1666,359.16,18,1477.78
Gangwon-WH_1667,314.79,4,891.44
Gangwon-WH_1668,335.36,16,1173.02
Gangwon-WH_1669,373.38,12,209.69
Gangwon-WH_1670,346.17,2,519.4
Gangwon-WH_1671,325.94,16,932.43
Gangwon-WH_1672,343.49,11,461.7
Gangwon-WH_1673,350.96,1,1479.18
Gangwon-WH_1674,344.18,11,1359.77
Gangwon-WH_1675,324.45,13,651.93
Gangwon-WH_1676,329.84,16,239.02
Gangwon-WH_1677,349.32,9,500.78
Gangwon-WH_1678,337.0,5,226.08
Gangwon-WH_1679,350.38,11,1254.51
Gangwon-WH_1680,361.42,16,728.01
Gangwon-WH_1681,356.83,16,481.84
Gangwon-WH_1682,355.46,5,224.56
Gangwon-WH_1683,345.7,7,340.08
Gangwon-WH_1684,359.94,16,435.63
Gangwon-WH_1685,341.6,6,1329.71
Gangwon-WH_1686,339.35,19,1418.16
Gangwon-WH_1687,354.33,11,743.21
Gangwon-WH_1688,329.22,19,532.89
Gangwon-WH_1689,356.22,10,604.31
Gangwon-WH_1690,337.16,7,696.22
Gangwon-WH_1691,374.11,19,398.27
Gangwon-WH_1692,319.37,17,1120.45
Gangwon-WH_1693,376.56,5,654.72
Gangwon-WH_1694,338.06,11,1182.53
Gangwon-WH_1695,349.96,19,1346.7
Gangwon-WH_1696,366.95,12,328.16
Gangwon-WH_1697,344.99,5,771.16
Gangwon-WH_1698,360.27,18,1343.02
Gangwon-WH_1699,324.41,12,1260.89
Gangwon-WH_1700,325.32,15,110.5
Gangwon-WH_1701,362.48,5,1054.7
Gangwon-WH_1702,323.82,9,610.32
Gangwon-WH_1703,337.44,18,212.41
Gangwon-WH_1704,358.38,19,446.22
Gangwon-WH_1705,331.23,6,1218.24
Gangwon-WH_1706,374.34,3,423.05
Gangwon-WH_1707,355.24,5,470.68
Gangwon-WH_1708,348.58,10,844.24
Gangwon-WH_1709,338.02,9,339.86
Gangwon-WH_1710,344.99,13,850.87
Gangwon-WH_1711,335.84,15,231.85
Gangwon-WH_1712,351.39,6,827.41
Gangwon-WH_1713,343.78,16,1451.57
Gangwon-WH_1714,356.23,1,1153.35
Gangwon-WH_1715,175.96,14,345.87
Gangwon-WH_1716,189.87,3,346.17
Gangwon-WH_1717,155.41,16,1107.54
Gangwon-WH_1718,162.1,12,1220.45
Gangwon-WH_1720,186.19,3,882.04
Gangwon-WH_1721,158.19,15,442.65
Gangwon-WH_1722,170.77,12,249.53
Gangwon-WH_1723,156.09,8,186.58
Gangwon-WH_1724,167.4,10,403.34
Gangwon-WH_1727,168.99,2,1352.4
Gangwon-WH_1728,183.86,1,899.32
Gangwon-WH_1729,169.93,12,1459.53
Gangwon-WH_1730,164.56,8,368.12
Gangwon-WH_1732,163.56,2,1151.89
Gangwon-WH_1733,167.3,3,715.74
Gangwon-WH_1734,153.81,2,389.92
Gangwon-WH_1735,174.0,19,215.0
Gangwon-WH_1736,159.47,14,1325.59
Gangwon-WH_1738,151.09,18,381.79
Gangwon-WH_1739,161.98,16,630.0
Gangwon-WH_1740,165.49,5,565.47
Gangwon-WH_1741,180.01,1,644.02
Gangwon-WH_1742,180.74,17,551.81
Gangwon-WH_1743,203.82,1,591.72
Gangwon-WH_1744,154.46,15,396.53
Gangwon-WH_1745,173.67,3,428.17
Gangwon-WH_1746,200.11,2,1101.62
Gangwon-WH_1747,163.74,7,1187.4
Gangwon-WH_1748,164.86,2,620.9
Gangwon-WH_1749,157.64,1,283.06
Gangwon-WH_1750,181.63,8,783.91
Gangwon-WH_1752,177.23,7,1320.52
Gangwon-WH_1753,163.8,10,1271.13
Gangwon-WH_1754,180.47,16,361.64
Gangwon-WH_1755,179.87,7,811.92
Gangwon-WH_1756,161.39,15,334.76
Gangwon-WH_1758,162.8,7,1026.86
Gangwon-WH_1761,167.82,3,1432.58
Gangwon-WH_1762,184.44,15,1388.6
Gangwon-WH_1763,166.48,1,1403.02
Gangwon-WH_1764,158.89,6,1050.97
Gangwon-WH_1765,165.06,1,803.55
Gangwon-WH_1766,152.72,13,589.88
Gangwon-WH_1767,158.96,16,486.29
Gangwon-WH_1768,162.76,19,683.45
Gangwon-WH_1769,172.9,18,733.63
Gangwon-WH_1770,173.11,8,741.17
Gangwon-WH_1772,169.73,6,269.15
Gangwon-WH_1773,154.03,8,1000.91
Gangwon-WH_1774,161.85,11,1030.25
Gangwon-WH_1776,166.47,5,498.75
Gangwon-WH_1777,163.98,11,628.43
Gangwon-WH_1779,179.52,10,266.39
Gangwon-WH_1780,164.79,18,1297.7
Gangwon-WH_1782,200.69,3,129.91
Gangwon-WH_1783,154.84,5,414.52
Gangwon-WH_1784,185.29,16,792.99
Gangwon-WH_1787,177.67,13,1202.68
Gangwon-WH_1788,153.07,9,804.42
Gangwon-WH_1790,162.67,10,616.06
Gangwon-WH_1791,212.26,5,870.47
Gangwon-WH_1792,186.01,19,1092.36
Gangwon-WH_1794,159.67,9,508.38
Gangwon-WH_1795,171.43,10,172.1
Gangwon-WH_1796,170.48,12,495.58
Gangwon-WH_1797,157.96,14,1041.98
Gangwon-WH_1798,182.32,1,1090.58
Gangwon-WH_1799,155.42,3,865.12
Gangwon-WH_1800,277.42,9,377.52
Gangwon-WH_1801,310.29,14,1383.2
Gangwon-WH_1802,291.54,13,1318.53
Gangwon-WH_1803,284.5,19,1358.02
Gangwon-WH_1804,295.21,19,1424.29
Gangwon-WH_1805,298.21,13,1336.6
Gangwon-WH_1806,297.41,15,565.82
Gangwon-WH_1807,287.4,11,113.85
Gangwon-WH_1808,313.1,9,900.44
Gangwon-WH_1809,296.6,7,871.93
Gangwon-WH_1810,281.32,10,1099.95
Gangwon-WH_1811,289.28,5,340.01
Gangwon-WH_1812,328.02,6,921.3
Gangwon-WH_1813,309.24,19,754.86
Gangwon-WH_1814,310.52,11,258.93
Gangwon-WH_1815,284.06,1,906.22
Gangwon-WH_1816,297.07,14,778.86
Gangwon-WH_1817,303.17,18,809.31
Gangwon-WH_1818,300.51,13,1045.67
Gangwon-WH_1819,327.42,11,1241.7
Gangwon-WH_1820,292.01,12,1284.41
Gangwon-WH_1821,274.21,1,406.1
Gangwon-WH_1822,297.44,13,714.96
Gangwon-WH_1823,302.02,9,1438.76
Gangwon-WH_1824,307.85,7,1428.68
Gangwon-WH_1825,321.39,3,1409.31
Gangwon-WH_1826,288.09,10,116.68
Gangwon-WH_1827,289.95,14,641.99
Gangwon-WH_1828,313.41,2,967.97
Gangwon-WH_1829,281.36,14,1230.97
Gangwon-WH_1830,277.49,19,1094.28
Gangwon-WH_1831,305.25,4,382.55
Gangwon-WH_1832,298.18,3,1173.68
Gangwon-WH_1833,285.28,16,1253.12
Gangwon-WH_1834,295.83,1,1176.87
Gangwon-WH_1835,283.99,15,293.47
Gangwon-WH_1836,297.38,19,358.74
Gangwon-WH_1837,310.48,15,573.97
Gangwon-WH_1838,256.65,15,961.92
Gangwon-WH_1839,298.58,1,778.28
Gangwon-WH_1840,287.11,19,149.04
Gangwon-WH_1841,286.88,5,1173.64
Gangwon-WH_1842,302.78,9,591.97
Gangwon-WH_1843,281.73,13,202.53
Gangwon-WH_1844,294.54,15,1225.8
Gangwon-WH_1845,272.43,18,1447.01
Gangwon-WH_1846,305.34,9,1449.97
Gangwon-WH_1847,277.35,7,907.31
Gangwon-WH_1848,301.92,19,508.18
Gangwon-WH_1849,305.26,6,1241.68
Gangwon-WH_1850,295.9,17,1073.23
Gangwon-WH_1851,312.71,5,1130.44
Gangwon-WH_1852,318.84,13,1486.03
Gangwon-WH_1853,292.4,7,432.8
Gangwon-WH_1854,291.38,19,801.38
Gangwon-WH_1855,287.55,8,526.28
Gangwon-WH_1856,265.27,12,1402.44
Gangwon-WH_1857,283.32,9,729.14
Gangwon-WH_1858,328.03,8,671.96
Gangwon-WH_1859,241.15,6,299.65
Gangwon-WH_1860,301.31,6,782.06
Gangwon-WH_1861,279.45,15,452.18
Gangwon-WH_1862,318.01,18,1106.14
Gangwon-WH_1863,295.17,14,707.03
Gangwon-WH_1864,270.51,5,1310.39
Gangwon-WH_1865,299.62,8,173.63
Gangwon-WH_1866,301.69,10,407.21
Gangwon-WH_1867,302.38,19,1124.78
Gangwon-WH_1868,309.58,12,363.46
Gangwon-WH_1869,318.93,16,816.17
Gangwon-WH_1870,282.57,5,687.98
Gangwon-WH_1871,277.68,13,784.81
Gangwon-WH_1872,262.37,19,455.68
Gangwon-WH_1873,328.16,17,941.49
Gangwon-WH_1874,277.1,15,882.69
Gangwon-WH_1875,286.62,4,998.56
Gangwon-WH_1876,273.76,9,983.86
Gangwon-WH_1877,289.01,13,1092.23
Gangwon-WH_1878,272.19,2,1388.84
Gangwon-WH_1879,290.57,2,1258.9
Gangwon-WH_1880,307.44,15,153.16
Gangwon-WH_1881,271.79,16,795.86
Gangwon-WH_1882,308.03,17,512.91
Gangwon-WH_1883,278.7,6,1388.45
Gangwon-WH_1884,290.36,7,190.66
Gangwon-WH_1885,318.81,11,713.55
Gangwon-WH_1886,291.76,18,126.99
Gangwon-WH_1887,305.9,9,293.44
Gangwon-WH_1888,333.62,19,1293.62
Gangwon-WH_1889,268.36,17,634.68
Gangwon-WH_1890,252.08,6,823.6
Gangwon-WH_1891,288.76,1,953.43
Gangwon-WH_1892,276.47,17,1092.42
Gangwon-WH_1893,316.53,17,743.6
Gangwon-WH_1894,289.62,18,273.76
Gangwon-WH_1895,284.9,6,508.27
Gangwon-WH_1896,280.59,12,308.42
Gangwon-WH_1897,310.54,4,334.85
Gangwon-WH_1898,317.44,18,338.91
Gangwon-WH_1899,280.75,8,428.82
Gangwon-WH_1900,303.57,5,233.14
Gangwon-WH_1901,276.71,8,158.75
Gangwon-WH_1902,306.28,11,1485.78
Gangwon-WH_1903,288.67,14,758.85
Gangwon-WH_1904,270.86,19,1045.81
Gangwon-WH_1905,481.71,10,733.2
Gangwon-WH_1906,502.22,9,961.79
Gangwon-WH_1907,494.78,2,1137.71
Gangwon-WH_1908,492.92,14,1166.69
Gangwon-WH_1909,491.53,17,498.3
Gangwon-WH_1910,527.83,11,959.39
Gangwon-WH_1911,521.85,5,283.66
Gangwon-WH_1912,492.58,5,527.27
Gangwon-WH_1913,490.02,4,1256.83
Gangwon-WH_1914,496.66,15,800.75
Gangwon-WH_1915,500.58,19,157.1
Gangwon-WH_1916,502.09,1,873.89
Gangwon-WH_1917,499.02,13,214.59
Gangwon-WH_1918,510.27,3,353.66
Gangwon-WH_1919,494.14,1,1112.35
Gangwon-WH_1920,520.86,8,830.07
Gangwon-WH_1921,500.34,17,228.33
Gangwon-WH_1922,500.14,10,556.23
Gangwon-WH_1923,488.26,19,458.44
Gangwon-WH_1924,476.84,16,149.54
Gwangju-WH_0001,287.27,2,192.93
Gwangju-WH_0002,275.7,17,120.13
Gwangju-WH_0003,268.88,1,1137.56
Gwangju-WH_0004,280.58,2,1171.88
Gwangju-WH_0005,303.59,5,531.14
Gwangju-WH_0006,277.86,17,609.91
Gwangju-WH_0007,264.22,16,659.34
Gwangju-WH_0008,282.27,6,585.91
Gwangju-WH_0009,283.07,19,142.26
Gwangju-WH_0010,278.15,10,989.54
Gwangju-WH_0011,280.78,5,1111.05
Gwangju-WH_0012,271.09,13,1057.46
Gwangju-WH_0013,276.9,2,1486.98
Gwangju-WH_0014,286.84,3,340.43
Gwangju-WH_0015,289.65,7,103.22
Gwangju-WH_0016,262.93,8,703.82
Gwangju-WH_0017,269.95,3,1060.52
Gwangju-WH_0018,302.55,6,195.16
Gwangju-WH_0019,287.79,13,389.59
Gwangju-WH_0020,278.35,7,1200.59
Gwangju-WH_0021,268.92,12,1388.86
Gwangju-WH_0022,265.19,8,230.49
Gwangju-WH_0023,274.56,13,598.13
Gwangju-WH_0024,272.1,6,116.04
Gwangju-WH_0025,260.19,19,875.13
Gwangju-WH_0026,244.18,18,301.35
Gwangju-WH_0027,274.59,3,889.8
Gwangju-WH_0028,265.21,15,1431.13
Gwangju-WH_0029,267.44,3,748.94
Gwangju-WH_0030,254.5,13,1291.36
Gwangju-WH_0031,266.35,15,1081.35
Gwangju-WH_0032,205.24,18,147.63
Gwangju-WH_0033,191.54,16,643.75
Gwangju-WH_0034,221.99,8,665.06
Gwangju-WH_0035,194.98,16,989.13
Gwangju-WH_0036,231.93,19,1311.32
Gwangju-WH_0037,194.39,4,945.09
Gwangju-WH_0038,191.91,4,1205.85
Gwangju-WH_0039,227.7,9,930.93
Gwangju-WH_0040,190.05,2,1059.8
Gwangju-WH_0041,228.16,15,665.72
Gwangju-WH_0042,178.87,15,1118.95
Gwangju-WH_0043,218.96,9,752.22
Gwangju-WH_0044,202.39,2,713.29
Gwangju-WH_0045,210.7,3,733.26
Gwangju-WH_0046,203.73,1,331.84
Gwangju-WH_0047,187.14,8,815.82
Gwangju-WH_0048,207.68,19,617.29
Gwangju-WH_0049,205.28,5,222.41
Gwangju-WH_0050,230.16,12,1347.79
Gwangju-WH_0051,215.36,11,918.47
Gwangju-WH_0052,190.32,10,599.41
Gwangju-WH_0053,179.01,19,1006.47
Gwangju-WH_0054,201.28,6,167.86
Gwangju-WH_0055,204.61,14,607.73
Gwangju-WH_0056,180.26,15,865.68
Gwangju-WH_0057,201.73,1,953.81
Gwangju-WH_0058,184.29,17,865.19
Gwangju-WH_0059,189.36,1,1071.5
Gwangju-WH_0060,201.99,15,534.48
Gwangju-WH_0061,209.6,18,606.75
Gwangju-WH_0062,201.05,14,839.3
Gwangju-WH_0063,185.95,13,1430.03
Gwangju-WH_0064,192.53,10,1023.08
Gwangju-WH_0065,199.07,19,1028.04
Gwangju-WH_0066,195.26,13,584.68
Gwangju-WH_0067,170.73,18,163.94
Gwangju-WH_0068,225.59,9,573.42
Gwangju-WH_0069,206.53,6,1490.11
Gwangju-WH_0070,201.2,5,849.37
Gwangju-WH_0071,206.6,3,486.95
Gwangju-WH_0072,194.69,6,929.84
Gwangju-WH_0073,215.89,16,1423.18
Gwangju-WH_0074,204.61,5,330.43
Gwangju-WH_0075,210.93,2,1052.98
Gwangju-WH_0076,190.16,5,1293.68
Gwangju-WH_0077,228.58,10,1378.16
Gwangju-WH_0078,193.44,12,252.07
Gwangju-WH_0079,190.54,18,395.42
Gwangju-WH_0080,206.23,7,1270.06
Gwangju-WH_0081,189.73,6,451.3
Gwangju-WH_0082,209.27,3,1126.78
Gwangju-WH_0083,212.32,2,125.07
Gwangju-WH_0084,193.26,13,1444.03
Gwangju-WH_0085,177.89,11,910.53
Gwangju-WH_0086,205.61,14,1080.83
Gwangju-WH_0087,179.76,15,202.89
Gwangju-WH_0088,194.22,6,1130.77
Gwangju-WH_0089,197.34,19,339.92
Gwangju-WH_0090,213.69,14,516.12
Gwangju-WH_0091,221.88,16,320.08
Gwangju-WH_0092,210.37,9,860.8
Gwangju-WH_0093,193.94,13,300.28
Gwangju-WH_0094,218.01,13,261.08
Gwangju-WH_0095,196.54,3,650.71
Gwangju-WH_0096,207.58,18,1198.88
Gwangju-WH_0097,230.4,4,205.37
Gwangju-WH_0098,218.52,11,717.63
Gwangju-WH_0099,191.32,13,1451.63
Gwangju-WH_0100,202.41,6,280.53
Gwangju-WH_0101,199.16,5,740.74
Gwangju-WH_0102,208.59,17,186.89
Gwangju-WH_0103,219.1,9,236.24
Gwangju-WH_0104,210.82,18,629.12
Gwangju-WH_0105,205.48,14,595.79
Gwangju-WH_0106,213.88,9,761.94
Gwangju-WH_0107,195.56,6,1234.22
Gwangju-WH_0108,216.28,6,1456.52
Gwangju-WH_0109,188.77,7,364.88
Gwangju-WH_0110,212.48,16,345.33
Gwangju-WH_0111,221.0,15,302.6
Gwangju-WH_0112,194.1,12,206.33
Gwangju-WH_0113,224.5,6,1004.28
Gwangju-WH_0114,205.89,13,448.96
Gwangju-WH_0115,207.86,9,291.39
Gwangju-WH_0116,208.97,3,320.24
Gwangju-WH_0117,208.93,2,1432.14
Gwangju-WH_0118,224.86,8,1292.32
Gwangju-WH_0119,201.03,1,762.71
Gwangju-WH_0120,179.97,4,984.1
Gwangju-WH_0121,196.27,15,734.06
Gwangju-WH_0122,215.11,17,1352.47
Gwangju-WH_0123,185.62,17,228.42
Gwangju-WH_0124,200.48,19,529.73
Gwangju-WH_0125,198.39,18,483.42
Gwangju-WH_0126,198.92,5,1061.55
Gwangju-WH_0127,219.55,14,769.8
Gwangju-WH_0128,237.94,13,276.76
Gwangju-WH_0129,201.74,5,943.52
Gwangju-WH_0130,194.26,11,287.6
Gwangju-WH_0131,170.15,14,126.4
Gwangju-WH_0132,174.68,17,1007.89
Gwangju-WH_0133,177.01,13,1064.79
Gwangju-WH_0134,160.25,11,550.62
Gwangju-WH_0135,158.05,2,317.74
Gwangju-WH_0136,202.2,9,1225.61
Gwangju-WH_0137,169.48,3,413.94
Gwangju-WH_0138,166.38,16,330.49
Gwangju-WH_0139,170.66,13,281.94
Gwangju-WH_0140,176.06,8,807.13
Gwangju-WH_0141,177.65,7,1238.91
Gwangju-WH_0142,178.78,10,554.29
Gwangju-WH_0143,182.11,16,488.43
Gwangju-WH_0144,177.24,9,941.48
Gwangju-WH_0145,175.03,10,1174.12
Gwangju-WH_0146,169.13,8,388.72
Gwangju-WH_0147,177.38,19,599.31
Gwangju-WH_0148,179.54,18,279.28
Gwangju-WH_0149,179.63,1,254.39
Gwangju-WH_0150,180.31,10,1243.0
Gwangju-WH_0151,177.85,14,955.01
Gwangju-WH_0152,175.87,18,440.89
Gwangju-WH_0153,163.59,11,1481.95
Gwangju-WH_0154,239.2,17,457.26
Gwangju-WH_0155,272.64,12,1214.38
Gwangju-WH_0156,271.94,16,1059.55
Gwangju-WH_0157,226.74,16,1285.49
Gwangju-WH_0158,255.9,8,334.63
Gwangju-WH_0159,259.56,5,1006.92
Gwangju-WH_0160,233.34,12,834.87
Gwangju-WH_0161,239.12,10,108.8
Gwangju-WH_0162,299.37,8,952.72
Gwangju-WH_0163,241.11,10,118.43
Gwangju-WH_0164,258.3,8,709.87
Gwangju-WH_0165,275.49,17,1057.56
Gwangju-WH_0166,285.75,18,101.33
Gwangju-WH_0167,268.0,17,704.97
Gwangju-WH_0168,271.66,15,658.79
Gwangju-WH_0169,243.83,4,1047.68
Gwangju-WH_0170,265.96,14,706.77
Gwangju-WH_0171,261.78,14,1351.55
Gwangju-WH_0172,273.43,1,1199.84
Gwangju-WH_0173,256.69,5,858.11
Gwangju-WH_0174,259.03,13,707.83
Gwangju-WH_0175,237.36,12,1119.61
Gwangju-WH_0176,267.07,12,931.74
Gwangju-WH_0177,271.79,6,418.66
Gwangju-WH_0178,248.41,13,627.93
Gwangju-WH_0179,259.84,15,1315.48
Gwangju-WH_0180,240.99,4,1288.87
Gwangju-WH_0181,279.73,13,1453.29
Gwangju-WH_0182,230.82,3,1405.73
Gwangju-WH_0183,256.77,15,1320.23
Gwangju-WH_0184,279.46,4,286.86
Gwangju-WH_0185,248.04,4,1157.99
Gwangju-WH_0186,247.39,8,403.35
Gwangju-WH_0187,234.37,1,541.86
Gwangju-WH_0188,242.97,11,289.42
Gwangju-WH_0189,282.51,8,354.47
Gwangju-WH_0190,252.21,4,1016.08
Gwangju-WH_0191,236.8,16,686.85
Gwangju-WH_0192,263.77,17,301.06
Gwangju-WH_0193,245.6,7,1245.2
Gwangju-WH_0194,247.09,2,1241.3
Gwangju-WH_0195,279.86,10,1259.59
Gwangju-WH_0196,264.06,18,604.86
Gwangju-WH_0197,260.95,19,323.79
Gwangju-WH_0198,286.15,18,128.96
Gwangju-WH_0199,260.31,3,1215.01
Gwangju-WH_0200,289.34,11,971.84
Gwangju-WH_0201,233.53,13,632.74
Gwangju-WH_0202,286.03,2,309.43
Gwangju-WH_0203,255.13,14,1145.61
Gwangju-WH_0204,247.33,1,400.9
Gwangju-WH_0205,267.02,13,806.57
