hub_id,month,average_inventory_tons,holding_cost_usd
WH_0336,2023-10,371.08,19018.8
WH_0336,2023-11,148.25,17931.87
WH_0336,2023-12,392.72,11444.7
WH_0337,2023-01,348.17,12432.53
WH_0337,2023-02,437.47,8661.25
WH_0337,2023-03,269.21,13770.58
WH_0337,2023-04,110.97,11009.13
WH_0337,2023-05,222.52,15757.73
WH_0337,2023-06,103.72,7270.89
WH_0337,2023-07,425.78,17757.46
WH_0337,2023-08,468.11,17389.16
WH_0337,2023-09,305.88,8417.4
WH_0337,2023-10,151.88,6817.69
WH_0337,2023-11,184.98,6284.05
WH_0337,2023-12,313.38,19563.55
WH_0338,2023-01,464.4,5543.52
WH_0338,2023-02,272.86,17217.19
WH_0338,2023-03,318.57,12443.67
WH_0338,2023-04,479.77,14369.63
WH_0338,2023-05,152.16,13194.97
WH_0338,2023-06,465.19,19434.21
WH_0338,2023-07,243.75,16830.16
WH_0338,2023-08,388.67,17322.26
WH_0338,2023-09,157.19,10529.71
WH_0338,2023-10,444.46,11958.94
WH_0338,2023-11,135.6,15311.68
WH_0338,2023-12,430.97,13466.5
WH_0339,2023-01,481.82,8134.05
WH_0339,2023-02,233.29,13059.83
WH_0339,2023-03,282.79,16621.41
WH_0339,2023-04,201.97,12311.71
WH_0339,2023-05,155.28,13583.42
WH_0339,2023-06,493.45,17027.45
WH_0339,2023-07,188.12,6506.09
WH_0339,2023-08,354.86,15463.04
WH_0339,2023-09,481.0,7331.91
WH_0339,2023-10,383.19,14304.25
WH_0339,2023-11,449.22,14092.87
WH_0339,2023-12,324.0,9026.13
WH_0340,2023-01,224.77,11809.55
WH_0340,2023-02,208.32,8081.24
WH_0340,2023-03,256.31,6051.34
WH_0340,2023-04,410.86,6459.2
WH_0340,2023-05,173.9,19086.75
WH_0340,2023-06,264.21,10923.16
WH_0340,2023-07,484.44,8961.46
WH_0340,2023-08,323.5,19743.82
WH_0340,2023-09,276.38,7322.89
WH_0340,2023-10,168.31,5938.77
WH_0340,2023-11,146.87,17902.82
WH_0340,2023-12,214.25,19385.37
WH_0341,2023-01,403.71,15723.8
WH_0341,2023-02,351.23,19099.85
WH_0341,2023-03,404.64,18691.04
WH_0341,2023-04,464.5,13999.06
WH_0341,2023-05,328.82,6380.18
WH_0341,2023-06,482.8,8660.23
WH_0341,2023-07,407.53,8960.04
WH_0341,2023-08,148.57,10611.42
WH_0341,2023-09,108.47,8205.69
WH_0341,2023-10,121.12,10671.07
WH_0341,2023-11,103.43,14504.11
WH_0341,2023-12,461.37,12595.12
WH_0342,2023-01,418.99,9916.15
WH_0342,2023-02,145.16,9689.28
WH_0342,2023-03,413.11,7408.99
WH_0342,2023-04,272.42,13181.75
WH_0342,2023-05,373.27,5235.78
WH_0342,2023-06,166.12,15424.22
WH_0342,2023-07,277.54,11790.19
WH_0342,2023-08,283.11,14733.92
WH_0342,2023-09,214.9,15860.73
WH_0342,2023-10,466.55,14744.43
WH_0342,2023-11,143.48,16132.5
WH_0342,2023-12,107.1,10426.02
WH_0343,2023-01,106.77,17593.45
WH_0343,2023-02,304.36,17378.07
WH_0343,2023-03,475.99,12818.46
WH_0343,2023-04,366.15,7354.17
WH_0343,2023-05,491.71,12819.96
WH_0343,2023-06,396.71,15607.21
WH_0343,2023-07,382.1,18971.19
WH_0343,2023-08,187.28,17172.03
WH_0343,2023-09,143.96,5461.72
WH_0343,2023-10,352.06,16753.57
WH_0343,2023-11,132.26,11623.99
WH_0343,2023-12,365.83,6047.11
WH_0344,2023-01,315.1,14450.2
WH_0344,2023-02,326.11,10755.88
WH_0344,2023-03,333.46,5281.47
WH_0344,2023-04,131.68,9556.6
WH_0344,2023-05,345.31,11158.41
WH_0344,2023-06,320.39,14698.85
WH_0344,2023-07,352.25,17210.04
WH_0344,2023-08,463.37,7520.81
WH_0344,2023-09,328.62,6458.63
WH_0344,2023-10,330.32,10753.38
WH_0344,2023-11,163.5,18081.92
WH_0344,2023-12,170.36,14536.59
WH_0345,2023-01,209.01,10722.68
WH_0345,2023-02,498.58,9044.71
WH_0345,2023-03,265.81,13170.9
WH_0345,2023-04,116.52,18489.91
WH_0345,2023-05,232.77,15683.16
WH_0345,2023-06,372.04,9082.82
WH_0345,2023-07,165.77,15384.66
WH_0345,2023-08,209.66,18014.7
WH_0345,2023-09,478.34,11069.91
WH_0345,2023-10,228.27,16029.15
WH_0345,2023-11,322.51,17209.23
WH_0345,2023-12,259.28,14042.0
WH_0346,2023-01,425.01,12816.01
WH_0346,2023-02,201.39,8801.65
WH_0346,2023-03,374.33,14790.2
WH_0346,2023-04,412.49,18003.58
WH_0346,2023-05,429.58,11513.07
WH_0346,2023-06,302.87,11987.89
WH_0346,2023-07,213.14,18051.74
WH_0346,2023-08,220.91,11174.94
WH_0346,2023-09,333.95,14088.8
WH_0346,2023-10,326.33,18670.21
WH_0346,2023-11,240.16,5952.58
WH_0346,2023-12,467.21,11800.75
WH_0347,2023-01,426.43,9302.68
WH_0347,2023-02,105.57,13601.74
WH_0347,2023-03,444.58,18151.58
WH_0347,2023-04,369.8,11358.97
WH_0347,2023-05,276.1,8194.65
WH_0347,2023-06,421.51,14220.07
WH_0347,2023-07,452.79,19646.75
WH_0347,2023-08,239.96,10042.55
WH_0347,2023-09,461.31,17412.22
WH_0347,2023-10,380.47,18509.75
WH_0347,2023-11,109.15,8248.58
WH_0347,2023-12,493.56,15466.79
WH_0348,2023-01,196.39,8802.36
WH_0348,2023-02,107.81,14724.26
WH_0348,2023-03,373.47,13442.28
WH_0348,2023-04,418.65,7545.66
WH_0348,2023-05,182.95,14982.03
WH_0348,2023-06,372.94,15942.23
WH_0348,2023-07,208.68,12348.07
WH_0348,2023-08,411.26,9792.21
WH_0348,2023-09,358.09,7453.4
WH_0348,2023-10,370.99,17979.79
WH_0348,2023-11,466.98,17882.43
WH_0348,2023-12,271.24,18504.0
WH_0349,2023-01,329.61,11456.11
WH_0349,2023-02,163.68,16709.64
WH_0349,2023-03,344.99,9816.18
WH_0349,2023-04,161.05,11103.52
WH_0349,2023-05,357.43,9058.39
WH_0349,2023-06,312.71,13757.08
WH_0349,2023-07,117.51,14809.29
WH_0349,2023-08,323.69,15914.08
WH_0349,2023-09,284.47,11558.21
WH_0349,2023-10,342.08,19252.79
WH_0349,2023-11,384.3,6589.02
WH_0349,2023-12,471.09,6733.17
WH_0350,2023-01,391.21,17260.27
WH_0350,2023-02,421.85,11334.38
WH_0350,2023-03,410.73,15866.57
WH_0350,2023-04,349.51,12163.76
WH_0350,2023-05,165.05,11822.5
WH_0350,2023-06,339.25,15451.28
WH_0350,2023-07,368.67,9281.07
WH_0350,2023-08,470.6,17728.41
WH_0350,2023-09,354.0,16231.5
WH_0350,2023-10,433.41,12024.86
WH_0350,2023-11,157.25,7923.08
WH_0350,2023-12,103.15,5296.21
WH_0351,2023-01,408.87,15009.94
WH_0351,2023-02,151.54,14876.23
WH_0351,2023-03,431.41,10804.76
WH_0351,2023-04,225.54,10107.18
WH_0351,2023-05,248.34,9280.49
WH_0351,2023-06,251.82,10168.57
WH_0351,2023-07,323.43,16261.6
WH_0351,2023-08,396.23,6487.21
WH_0351,2023-09,153.57,10084.21
WH_0351,2023-10,171.78,19262.76
WH_0351,2023-11,362.43,19949.38
WH_0351,2023-12,311.39,17426.24
WH_0352,2023-01,247.95,18171.84
WH_0352,2023-02,238.68,6970.5
WH_0352,2023-03,181.5,16758.74
WH_0352,2023-04,462.93,7220.56
WH_0352,2023-05,464.3,8772.07
WH_0352,2023-06,189.43,12240.32
WH_0352,2023-07,208.07,6775.4
WH_0352,2023-08,267.16,6223.71
WH_0352,2023-09,132.99,7994.98
WH_0352,2023-10,199.68,14309.84
WH_0352,2023-11,486.16,8373.02
WH_0352,2023-12,281.07,17465.86
WH_0353,2023-01,196.28,18341.15
WH_0353,2023-02,484.58,8422.43
WH_0353,2023-03,272.52,15466.59
WH_0353,2023-04,197.86,5045.86
WH_0353,2023-05,203.17,12651.67
WH_0353,2023-06,222.79,14848.46
WH_0353,2023-07,348.67,16531.18
WH_0353,2023-08,301.84,19789.23
WH_0353,2023-09,489.82,11907.06
WH_0353,2023-10,110.71,14045.95
WH_0353,2023-11,358.24,7565.11
WH_0353,2023-12,303.23,9092.23
WH_0354,2023-01,464.43,9688.04
WH_0354,2023-02,181.19,18405.85
WH_0354,2023-03,366.61,10200.27
WH_0354,2023-04,408.12,8259.53
WH_0354,2023-05,440.76,18387.56
WH_0354,2023-06,374.22,5309.81
WH_0354,2023-07,187.86,16465.37
WH_0354,2023-08,374.81,5895.3
WH_0354,2023-09,458.53,17067.92
WH_0354,2023-10,302.11,11179.02
WH_0354,2023-11,152.88,10732.11
WH_0354,2023-12,303.93,19999.07
WH_0355,2023-01,316.89,12620.76
WH_0355,2023-02,284.27,10422.16
WH_0355,2023-03,472.41,10381.77
WH_0355,2023-04,194.25,14293.61
WH_0355,2023-05,385.53,19249.74
WH_0355,2023-06,324.03,7493.85
WH_0355,2023-07,260.08,6956.03
WH_0355,2023-08,361.09,16515.18
WH_0355,2023-09,187.73,14783.87
WH_0355,2023-10,341.34,6959.5
WH_0355,2023-11,371.36,13988.25
WH_0355,2023-12,362.91,12863.23
WH_0356,2023-01,368.75,18939.2
WH_0356,2023-02,319.33,14100.89
WH_0356,2023-03,461.4,16371.76
WH_0356,2023-04,382.81,5638.86
WH_0356,2023-05,488.57,18582.46
WH_0356,2023-06,461.29,11994.95
WH_0356,2023-07,419.25,19456.81
WH_0356,2023-08,174.03,18265.06
WH_0356,2023-09,405.0,10739.6
WH_0356,2023-10,301.0,13475.97
WH_0356,2023-11,308.42,14749.28
WH_0356,2023-12,127.7,5288.01
WH_0357,2023-01,360.33,13367.88
WH_0357,2023-02,161.13,17208.33
WH_0357,2023-03,293.23,10855.11
WH_0357,2023-04,465.41,18615.7
WH_0357,2023-05,282.98,13140.53
WH_0357,2023-06,108.09,16075.4
WH_0357,2023-07,311.51,18516.95
WH_0357,2023-08,123.77,9458.94
WH_0357,2023-09,123.05,9812.54
WH_0357,2023-10,472.19,12333.71
WH_0357,2023-11,485.31,17330.01
WH_0357,2023-12,475.25,16927.44
WH_0358,2023-01,320.81,11947.27
WH_0358,2023-02,385.9,16632.78
WH_0358,2023-03,316.53,9971.79
WH_0358,2023-04,352.64,11933.09
WH_0358,2023-05,371.78,12855.3
WH_0358,2023-06,111.58,14742.45
WH_0358,2023-07,133.26,17931.94
WH_0358,2023-08,233.69,16081.25
WH_0358,2023-09,460.44,15079.42
WH_0358,2023-10,379.48,7417.29
WH_0358,2023-11,200.2,16415.0
WH_0358,2023-12,371.71,9489.02
WH_0359,2023-01,496.1,17266.9
WH_0359,2023-02,229.39,15400.36
WH_0359,2023-03,478.42,16445.61
WH_0359,2023-04,252.64,13780.43
WH_0359,2023-05,265.26,15247.42
WH_0359,2023-06,474.8,9370.2
WH_0359,2023-07,352.18,5688.28
WH_0359,2023-08,201.55,15973.79
WH_0359,2023-09,330.99,14214.0
WH_0359,2023-10,241.1,13254.49
WH_0359,2023-11,442.64,6656.28
WH_0359,2023-12,484.58,12905.68
WH_0360,2023-01,131.4,7040.11
WH_0360,2023-02,324.34,15238.65
WH_0360,2023-03,353.13,12657.15
WH_0360,2023-04,311.04,5385.83
WH_0360,2023-05,240.98,5851.02
WH_0360,2023-06,367.31,5879.85
WH_0360,2023-07,220.71,18825.17
WH_0360,2023-08,460.78,17393.03
WH_0360,2023-09,324.33,10575.53
WH_0360,2023-10,195.25,6966.06
WH_0360,2023-11,394.87,12917.97
WH_0360,2023-12,225.85,12751.57
WH_0361,2023-01,220.89,15652.62
WH_0361,2023-02,176.12,18532.46
WH_0361,2023-03,107.84,6736.86
WH_0361,2023-04,484.7,10519.38
WH_0361,2023-05,353.97,18299.38
WH_0361,2023-06,344.83,19001.38
WH_0361,2023-07,329.89,6486.35
WH_0361,2023-08,149.08,18892.1
WH_0361,2023-09,451.11,13203.57
WH_0361,2023-10,455.11,16602.74
WH_0361,2023-11,410.31,5250.6
WH_0361,2023-12,451.68,5485.55
WH_0362,2023-01,345.82,5569.34
WH_0362,2023-02,219.08,17632.73
WH_0362,2023-03,352.75,18866.99
WH_0362,2023-04,117.02,15417.42
WH_0362,2023-05,357.92,15125.46
WH_0362,2023-06,177.13,5991.21
WH_0362,2023-07,234.01,11506.1
WH_0362,2023-08,334.29,16743.72
WH_0362,2023-09,297.27,11796.9
WH_0362,2023-10,314.74,12124.76
WH_0362,2023-11,135.32,14658.36
WH_0362,2023-12,499.69,15308.15
WH_0363,2023-01,298.07,12124.91
WH_0363,2023-02,437.31,18953.6
WH_0363,2023-03,316.78,13907.48
WH_0363,2023-04,425.87,14248.18
WH_0363,2023-05,116.33,10753.45
WH_0363,2023-06,317.35,18427.84
WH_0363,2023-07,270.88,13098.06
WH_0363,2023-08,342.33,16717.38
WH_0363,2023-09,377.22,14249.48
WH_0363,2023-10,471.64,11054.47
WH_0363,2023-11,220.99,6759.37
WH_0363,2023-12,291.05,15168.61
WH_0364,2023-01,401.76,8106.88
WH_0364,2023-02,475.98,8612.94
WH_0364,2023-03,113.48,10840.36
WH_0364,2023-04,188.98,8636.89
WH_0364,2023-05,244.76,6540.79
WH_0364,2023-06,499.65,16032.03
WH_0364,2023-07,457.08,7705.29
WH_0364,2023-08,415.45,14592.97
WH_0364,2023-09,168.14,5317.36
WH_0364,2023-10,107.6,11109.46
WH_0364,2023-11,280.95,18009.58
WH_0364,2023-12,476.17,12537.82
WH_0365,2023-01,496.36,7600.55
WH_0365,2023-02,214.36,5017.76
WH_0365,2023-03,287.9,17858.31
WH_0365,2023-04,491.19,16041.4
WH_0365,2023-05,400.14,10255.72
WH_0365,2023-06,344.15,10425.62
WH_0365,2023-07,312.72,17568.07
WH_0365,2023-08,182.75,19477.69
WH_0365,2023-09,385.03,12766.01
WH_0365,2023-10,407.81,19230.37
WH_0365,2023-11,432.84,10689.39
WH_0365,2023-12,402.82,19881.66
WH_0366,2023-01,320.46,5515.59
WH_0366,2023-02,208.75,15054.55
WH_0366,2023-03,343.42,7648.85
WH_0366,2023-04,366.97,5120.92
WH_0366,2023-05,168.41,16361.59
WH_0366,2023-06,320.97,9016.35
WH_0366,2023-07,318.16,6314.96
WH_0366,2023-08,483.89,9087.84
WH_0366,2023-09,379.43,8185.06
WH_0366,2023-10,195.49,18091.16
WH_0366,2023-11,240.11,9451.9
WH_0366,2023-12,127.16,14606.81
WH_0367,2023-01,460.21,7732.67
WH_0367,2023-02,499.04,12135.45
WH_0367,2023-03,482.61,13154.14
WH_0367,2023-04,237.7,8700.31
WH_0367,2023-05,357.63,10612.4
WH_0367,2023-06,301.8,8765.11
WH_0367,2023-07,232.21,13530.23
WH_0367,2023-08,382.12,11650.46
WH_0367,2023-09,496.86,19100.46
WH_0367,2023-10,301.2,19863.5
WH_0367,2023-11,248.82,6903.41
WH_0367,2023-12,337.81,15680.32
WH_0368,2023-01,284.23,8530.34
WH_0368,2023-02,274.39,6943.99
WH_0368,2023-03,418.87,10394.52
WH_0368,2023-04,230.76,8494.94
WH_0368,2023-05,206.79,17649.33
WH_0368,2023-06,293.19,16760.84
WH_0368,2023-07,482.85,6524.08
WH_0368,2023-08,263.4,15193.42
WH_0368,2023-09,435.38,9951.94
WH_0368,2023-10,350.45,8482.26
WH_0368,2023-11,450.4,7780.01
WH_0368,2023-12,345.64,19165.52
WH_0369,2023-01,353.33,14251.4
WH_0369,2023-02,148.84,13848.94
WH_0369,2023-03,268.24,16546.32
WH_0369,2023-04,189.25,15887.78
WH_0369,2023-05,153.85,14866.61
WH_0369,2023-06,233.18,7809.91
WH_0369,2023-07,425.64,5384.9
WH_0369,2023-08,187.64,9895.46
WH_0369,2023-09,115.62,14546.95
WH_0369,2023-10,172.11,18128.1
WH_0369,2023-11,401.4,14439.81
WH_0369,2023-12,232.95,12836.7
WH_0370,2023-01,337.45,14189.41
WH_0370,2023-02,157.15,18062.75
WH_0370,2023-03,369.4,5841.91
WH_0370,2023-04,249.75,16340.37
WH_0370,2023-05,346.75,7722.45
WH_0370,2023-06,374.46,7179.49
WH_0370,2023-07,138.19,12220.0
WH_0370,2023-08,225.64,19372.48
WH_0370,2023-09,221.37,7500.67
WH_0370,2023-10,334.55,5377.95
WH_0370,2023-11,131.19,16548.79
WH_0370,2023-12,110.72,13755.41
WH_0371,2023-01,334.36,15576.28
WH_0371,2023-02,127.24,18886.68
WH_0371,2023-03,479.66,6993.88
WH_0371,2023-04,316.02,15721.65
WH_0371,2023-05,318.38,6306.18
WH_0371,2023-06,392.27,11671.95
WH_0371,2023-07,242.44,18325.55
WH_0371,2023-08,271.29,11109.82
WH_0371,2023-09,124.56,13840.15
WH_0371,2023-10,367.08,6585.6
WH_0371,2023-11,229.85,14457.61
WH_0371,2023-12,233.21,11188.61
WH_0372,2023-01,147.68,19088.77
WH_0372,2023-02,279.83,19566.23
WH_0372,2023-03,377.69,13021.2
WH_0372,2023-04,476.23,6002.82
WH_0372,2023-05,109.66,19374.13
WH_0372,2023-06,373.17,18726.86
WH_0372,2023-07,325.83,8012.03
WH_0372,2023-08,279.51,14863.79
WH_0372,2023-09,285.06,18498.91
WH_0372,2023-10,477.89,12691.26
WH_0372,2023-11,402.69,18872.37
WH_0372,2023-12,183.54,5383.16
WH_0373,2023-01,419.13,13128.32
WH_0373,2023-02,439.15,14863.58
WH_0373,2023-03,329.07,7884.61
WH_0373,2023-04,228.33,16288.45
WH_0373,2023-05,227.99,8531.93
WH_0373,2023-06,455.47,17655.49
WH_0373,2023-07,157.17,7342.22
WH_0373,2023-08,429.41,19798.67
WH_0373,2023-09,129.92,15656.57
WH_0373,2023-10,165.08,10391.91
WH_0373,2023-11,493.91,10040.4
WH_0373,2023-12,255.17,18054.58
WH_0374,2023-01,318.8,10953.28
WH_0374,2023-02,449.72,19761.34
WH_0374,2023-03,212.13,16945.94
WH_0374,2023-04,131.92,16598.71
WH_0374,2023-05,382.49,18157.08
WH_0374,2023-06,492.01,11042.16
WH_0374,2023-07,102.03,9858.17
WH_0374,2023-08,133.41,5774.14
WH_0374,2023-09,379.4,9136.8
WH_0374,2023-10,151.2,18724.12
WH_0374,2023-11,286.59,9045.94
WH_0374,2023-12,491.07,10672.72
WH_0375,2023-01,409.38,18036.99
WH_0375,2023-02,481.96,17401.26
WH_0375,2023-03,444.32,12024.3
WH_0375,2023-04,364.01,6673.52
WH_0375,2023-05,318.43,7954.73
WH_0375,2023-06,213.02,17327.81
WH_0375,2023-07,223.74,19185.81
WH_0375,2023-08,376.16,5132.27
WH_0375,2023-09,356.76,9276.6
WH_0375,2023-10,243.74,15372.24
WH_0375,2023-11,477.99,12661.39
WH_0375,2023-12,131.66,5154.92
WH_0376,2023-01,256.59,12720.74
WH_0376,2023-02,230.61,13424.79
WH_0376,2023-03,297.4,11171.24
WH_0376,2023-04,212.64,11901.62
WH_0376,2023-05,403.08,11141.81
WH_0376,2023-06,362.99,18549.45
WH_0376,2023-07,472.86,19114.16
WH_0376,2023-08,193.36,7893.13
WH_0376,2023-09,294.64,6111.54
WH_0376,2023-10,319.72,6707.49
WH_0376,2023-11,327.55,16737.43
WH_0376,2023-12,496.23,10319.22
WH_0377,2023-01,291.52,13086.12
WH_0377,2023-02,313.15,10416.55
WH_0377,2023-03,188.72,7236.69
WH_0377,2023-04,187.44,13511.74
WH_0377,2023-05,205.24,14416.38
WH_0377,2023-06,448.95,17157.15
WH_0377,2023-07,250.77,15102.31
WH_0377,2023-08,189.62,19395.86
WH_0377,2023-09,104.89,6069.45
WH_0377,2023-10,356.66,15941.02
WH_0377,2023-11,413.12,19717.61
WH_0377,2023-12,287.37,7228.45
WH_0378,2023-01,495.62,13428.03
WH_0378,2023-02,193.21,15441.06
WH_0378,2023-03,496.41,6834.06
WH_0378,2023-04,337.39,17501.27
WH_0378,2023-05,297.39,11875.47
WH_0378,2023-06,355.42,6348.78
WH_0378,2023-07,455.77,12366.09
WH_0378,2023-08,194.83,10282.91
WH_0378,2023-09,231.63,15581.93
WH_0378,2023-10,228.97,11870.57
WH_0378,2023-11,381.9,16731.84
WH_0378,2023-12,496.81,12428.75
WH_0379,2023-01,332.68,15347.36
WH_0379,2023-02,272.94,13108.67
WH_0379,2023-03,170.0,17415.82
WH_0379,2023-04,397.41,9231.83
WH_0379,2023-05,117.46,16978.62
WH_0379,2023-06,383.42,14192.84
WH_0379,2023-07,208.48,6533.67
WH_0379,2023-08,320.92,17489.78
WH_0379,2023-09,158.17,16253.21
WH_0379,2023-10,201.85,14545.64
WH_0379,2023-11,418.65,9129.22
WH_0379,2023-12,103.09,13671.22
WH_0380,2023-01,290.58,16799.94
WH_0380,2023-02,214.5,10249.65
WH_0380,2023-03,125.73,7187.25
WH_0380,2023-04,136.54,15700.08
WH_0380,2023-05,108.47,12838.54
WH_0380,2023-06,237.35,14298.35
WH_0380,2023-07,111.33,8169.41
WH_0380,2023-08,318.51,8346.07
WH_0380,2023-09,373.2,7644.27
WH_0380,2023-10,132.09,6034.23
WH_0380,2023-11,496.32,6728.77
WH_0380,2023-12,247.26,11396.06
WH_0381,2023-01,249.78,14291.17
WH_0381,2023-02,432.79,16955.39
WH_0381,2023-03,262.04,16835.56
WH_0381,2023-04,145.53,14793.34
WH_0381,2023-05,119.94,18323.97
WH_0381,2023-06,258.37,9111.98
WH_0381,2023-07,235.63,11931.59
WH_0381,2023-08,301.8,7161.84
WH_0381,2023-09,401.57,13303.78
WH_0381,2023-10,116.76,5289.75
WH_0381,2023-11,373.31,14883.53
WH_0381,2023-12,218.57,12347.17
WH_0382,2023-01,180.46,10672.26
WH_0382,2023-02,209.23,9944.26
WH_0382,2023-03,468.1,10242.34
WH_0382,2023-04,205.15,19567.74
WH_0382,2023-05,423.83,8134.93
WH_0382,2023-06,389.89,16934.94
WH_0382,2023-07,460.29,7782.99
WH_0382,2023-08,201.13,8554.69
WH_0382,2023-09,148.96,15910.86
WH_0382,2023-10,102.8,9132.96
WH_0382,2023-11,173.59,15509.78
WH_0382,2023-12,186.04,16522.63
WH_0383,2023-01,163.94,14793.61
WH_0383,2023-02,253.77,14332.7
WH_0383,2023-03,404.73,14522.06
WH_0383,2023-04,380.68,11647.76
WH_0383,2023-05,189.37,11601.76
WH_0383,2023-06,258.4,10276.99
WH_0383,2023-07,134.07,8711.84
WH_0383,2023-08,177.12,5818.64
WH_0383,2023-09,251.15,5443.66
WH_0383,2023-10,461.19,17311.67
WH_0383,2023-11,105.32,13879.18
WH_0383,2023-12,282.95,7966.77
WH_0384,2023-01,257.01,5340.74
WH_0384,2023-02,269.28,8444.09
WH_0384,2023-03,253.23,9375.64
WH_0384,2023-04,377.68,17303.9
WH_0384,2023-05,164.76,11891.81
WH_0384,2023-06,329.15,12402.64
WH_0384,2023-07,115.56,8539.79
WH_0384,2023-08,421.57,18696.63
WH_0384,2023-09,464.9,9084.95
WH_0384,2023-10,293.49,16453.43
WH_0384,2023-11,266.72,5113.72
WH_0384,2023-12,395.82,9395.91
WH_0385,2023-01,466.69,11801.95
WH_0385,2023-02,387.9,16252.46
WH_0385,2023-03,258.47,14469.68
WH_0385,2023-04,297.63,8095.0
WH_0385,2023-05,156.16,12533.83
WH_0385,2023-06,321.25,17571.57
WH_0385,2023-07,203.58,7166.75
WH_0385,2023-08,383.23,8374.68
WH_0385,2023-09,470.23,5620.86
WH_0385,2023-10,283.47,12295.32
WH_0385,2023-11,447.04,15893.8
WH_0385,2023-12,105.65,13236.07
WH_0386,2023-01,457.92,16046.89
WH_0386,2023-02,116.67,12593.72
WH_0386,2023-03,328.5,18265.05
WH_0386,2023-04,399.11,15294.61
WH_0386,2023-05,434.24,5666.64
WH_0386,2023-06,350.92,10779.25
WH_0386,2023-07,158.21,19720.33
WH_0386,2023-08,191.99,10805.11
WH_0386,2023-09,313.2,18073.49
WH_0386,2023-10,246.18,17764.6
WH_0386,2023-11,284.13,6462.71
WH_0386,2023-12,456.11,11055.64
WH_0387,2023-01,248.96,13815.73
WH_0387,2023-02,455.3,5812.53
WH_0387,2023-03,175.86,5814.77
WH_0387,2023-04,122.18,17453.69
WH_0387,2023-05,434.65,11296.38
WH_0387,2023-06,384.49,9981.37
WH_0387,2023-07,213.4,14012.25
WH_0387,2023-08,362.01,18421.94
WH_0387,2023-09,424.23,17803.61
WH_0387,2023-10,102.88,7670.3
WH_0387,2023-11,483.77,8732.32
WH_0387,2023-12,125.24,9196.25
WH_0388,2023-01,401.25,10368.31
WH_0388,2023-02,331.76,6186.7
WH_0388,2023-03,319.26,6182.1
WH_0388,2023-04,408.36,14386.13
WH_0388,2023-05,317.98,8975.39
WH_0388,2023-06,191.88,18447.89
WH_0388,2023-07,448.95,6288.21
WH_0388,2023-08,292.84,12184.92
WH_0388,2023-09,208.56,7501.71
WH_0388,2023-10,409.34,12614.42
WH_0388,2023-11,138.84,8554.6
WH_0388,2023-12,210.02,7048.59
WH_0389,2023-01,284.97,7084.34
WH_0389,2023-02,294.61,8916.98
WH_0389,2023-03,391.17,17504.01
WH_0389,2023-04,284.86,12747.8
WH_0389,2023-05,145.27,7964.31
WH_0389,2023-06,257.07,15765.23
WH_0389,2023-07,270.53,6073.72
WH_0389,2023-08,196.44,11259.54
WH_0389,2023-09,341.99,15742.88
WH_0389,2023-10,178.19,11275.54
WH_0389,2023-11,491.74,19340.7
WH_0389,2023-12,132.39,19510.31
WH_0390,2023-01,375.8,16694.33
WH_0390,2023-02,440.1,12196.24
WH_0390,2023-03,472.46,10667.21
WH_0390,2023-04,407.52,13625.4
WH_0390,2023-05,467.01,8312.63
WH_0390,2023-06,298.94,10117.83
WH_0390,2023-07,226.09,18799.26
WH_0390,2023-08,204.51,7446.16
WH_0390,2023-09,234.98,7108.66
WH_0390,2023-10,400.16,7837.28
WH_0390,2023-11,147.83,14921.0
WH_0390,2023-12,419.14,13946.45
WH_0391,2023-01,494.78,17997.23
WH_0391,2023-02,266.16,13051.93
WH_0391,2023-03,320.29,7632.75
WH_0391,2023-04,339.2,8466.53
WH_0391,2023-05,284.73,7381.68
WH_0391,2023-06,329.62,8291.57
WH_0391,2023-07,365.56,14261.15
WH_0391,2023-08,361.09,10391.34
WH_0391,2023-09,477.79,8773.38
WH_0391,2023-10,178.45,6662.18
WH_0391,2023-11,150.91,9992.8
WH_0391,2023-12,394.56,15301.27
WH_0392,2023-01,481.67,19979.08
WH_0392,2023-02,492.3,9399.55
WH_0392,2023-03,236.31,12046.86
WH_0392,2023-04,454.58,8489.62
WH_0392,2023-05,454.26,19028.39
WH_0392,2023-06,314.0,6552.79
WH_0392,2023-07,248.36,19612.85
WH_0392,2023-08,356.22,14316.66
WH_0392,2023-09,210.92,18444.71
WH_0392,2023-10,323.9,17300.44
WH_0392,2023-11,429.7,7599.06
WH_0392,2023-12,433.42,6568.52
WH_0393,2023-01,299.83,11067.14
WH_0393,2023-02,304.09,16777.06
WH_0393,2023-03,473.65,13608.4
WH_0393,2023-04,268.72,18239.19
WH_0393,2023-05,174.75,10193.07
WH_0393,2023-06,121.81,13130.73
WH_0393,2023-07,360.13,15086.91
WH_0393,2023-08,180.94,9198.51
WH_0393,2023-09,409.21,8212.25
WH_0393,2023-10,416.36,11459.34
WH_0393,2023-11,415.02,8070.28
WH_0393,2023-12,482.8,5225.86
WH_0394,2023-01,119.11,7582.98
WH_0394,2023-02,457.11,11219.3
WH_0394,2023-03,443.25,5547.77
WH_0394,2023-04,439.37,5223.24
WH_0394,2023-05,361.5,6436.27
WH_0394,2023-06,432.77,8766.32
WH_0394,2023-07,300.56,14823.41
WH_0394,2023-08,133.36,8492.87
WH_0394,2023-09,328.9,16962.53
WH_0394,2023-10,219.28,7814.0
WH_0394,2023-11,180.9,8579.94
