hub_id,peak_month,ot_hours,flex_cost_usd
WH_0349,2023-12,84.5,4682.38
WH_0350,2023-11,165.6,9639.58
WH_0350,2023-12,186.3,4920.94
WH_0351,2023-11,99.5,8167.87
WH_0351,2023-12,178.3,4600.03
WH_0352,2023-11,155.3,8943.26
WH_0352,2023-12,174.7,2585.76
WH_0353,2023-11,177.6,9463.42
WH_0353,2023-12,101.3,4710.13
WH_0354,2023-11,186.3,8405.44
WH_0354,2023-12,105.1,5470.58
WH_0355,2023-11,173.1,8265.59
WH_0355,2023-12,144.1,7405.13
WH_0356,2023-11,144.2,4540.84
WH_0356,2023-12,94.8,9118.33
WH_0357,2023-11,88.0,8395.07
WH_0357,2023-12,60.2,3932.82
WH_0358,2023-11,181.0,5167.18
WH_0358,2023-12,169.8,5223.55
WH_0359,2023-11,114.3,2419.66
WH_0359,2023-12,151.2,3662.13
WH_0360,2023-11,70.6,7414.7
WH_0360,2023-12,138.4,2521.76
WH_0361,2023-11,67.1,9274.53
WH_0361,2023-12,183.1,7505.14
WH_0362,2023-11,128.7,4715.94
WH_0362,2023-12,157.8,6959.22
WH_0363,2023-11,193.3,6619.72
WH_0363,2023-12,97.5,4174.93
WH_0364,2023-11,186.2,5651.0
WH_0364,2023-12,80.3,9029.22
WH_0365,2023-11,95.4,3200.16
WH_0365,2023-12,53.0,2909.11
WH_0366,2023-11,139.5,2732.38
WH_0366,2023-12,198.0,2457.43
WH_0367,2023-11,151.8,7499.09
WH_0367,2023-12,164.4,4185.05
WH_0368,2023-11,74.9,7533.63
WH_0368,2023-12,79.4,5286.35
WH_0369,2023-11,124.4,3803.51
WH_0369,2023-12,181.7,4932.67
WH_0370,2023-11,59.9,4150.13
WH_0370,2023-12,182.8,6644.08
WH_0371,2023-11,81.0,5637.78
WH_0371,2023-12,120.0,5283.11
WH_0372,2023-11,81.3,7888.63
WH_0372,2023-12,107.2,2513.41
WH_0373,2023-11,69.1,4450.64
WH_0373,2023-12,129.0,8196.42
WH_0374,2023-11,82.3,6020.0
WH_0374,2023-12,70.6,4961.49
WH_0375,2023-11,195.6,5992.75
WH_0375,2023-12,181.1,5173.72
WH_0376,2023-11,174.0,8331.52
WH_0376,2023-12,56.8,2442.47
WH_0377,2023-11,63.8,2994.56
WH_0377,2023-12,192.6,9080.62
WH_0378,2023-11,59.1,5653.79
WH_0378,2023-12,152.8,5035.73
WH_0379,2023-11,100.7,3178.13
WH_0379,2023-12,114.1,6473.59
WH_0380,2023-11,122.4,9949.75
WH_0380,2023-12,57.1,2920.87
WH_0381,2023-11,190.0,4219.53
WH_0381,2023-12,74.3,2260.96
WH_0382,2023-11,53.8,5783.95
WH_0382,2023-12,127.3,5239.35
WH_0383,2023-11,186.4,3205.53
WH_0383,2023-12,170.2,2327.25
WH_0384,2023-11,58.2,8602.25
WH_0384,2023-12,138.7,3501.0
WH_0385,2023-11,197.1,6070.93
WH_0385,2023-12,125.2,5734.65
WH_0386,2023-11,118.8,6579.15
WH_0386,2023-12,173.9,9676.68
WH_0387,2023-11,117.7,8835.0
WH_0387,2023-12,100.9,2004.65
WH_0388,2023-11,56.8,7810.49
WH_0388,2023-12,56.5,8553.74
WH_0389,2023-11,159.5,8618.91
WH_0389,2023-12,187.5,2622.68
WH_0390,2023-11,102.1,6409.13
WH_0390,2023-12,167.9,3194.22
WH_0391,2023-11,109.4,3541.1
WH_0391,2023-12,84.3,8154.78
WH_0392,2023-11,160.8,9187.21
WH_0392,2023-12,125.6,7065.27
WH_0393,2023-11,198.4,9171.11
WH_0393,2023-12,58.6,9994.65
WH_0394,2023-11,164.5,2297.77
WH_0394,2023-12,100.1,8571.85
WH_0395,2023-11,80.2,7870.45
WH_0395,2023-12,52.9,4703.69
WH_0396,2023-11,166.1,5334.44
WH_0396,2023-12,152.6,6315.96
WH_0397,2023-11,161.4,5869.34
WH_0397,2023-12,105.0,9047.63
WH_0398,2023-11,175.3,2386.4
WH_0398,2023-12,166.5,8045.4
WH_0399,2023-11,135.8,8555.46
WH_0399,2023-12,151.6,8577.94
WH_0400,2023-11,184.6,9375.08
WH_0400,2023-12,98.2,2995.29
WH_0401,2023-11,118.8,2032.42
WH_0401,2023-12,166.8,3126.55
WH_0402,2023-11,139.0,5097.18
WH_0402,2023-12,85.3,3008.79
WH_0403,2023-11,55.8,3774.02
WH_0403,2023-12,194.1,6773.86
WH_0404,2023-11,164.7,6637.85
WH_0404,2023-12,150.2,8303.7
WH_0405,2023-11,103.5,5686.11
WH_0405,2023-12,185.1,4602.34
WH_0406,2023-11,86.2,7265.56
WH_0406,2023-12,193.7,3760.89
WH_0407,2023-11,144.6,4664.12
WH_0407,2023-12,85.8,7376.55
WH_0408,2023-11,185.8,8354.4
WH_0408,2023-12,93.7,9333.4
WH_0409,2023-11,139.2,9935.3
WH_0409,2023-12,131.7,4437.54
WH_0410,2023-11,111.6,6045.23
WH_0410,2023-12,171.7,2701.75
WH_0411,2023-11,54.7,3761.81
WH_0411,2023-12,107.0,6960.1
WH_0412,2023-11,183.1,3257.48
WH_0412,2023-12,168.2,9568.29
WH_0413,2023-11,112.9,4138.45
WH_0413,2023-12,128.8,4859.24
WH_0414,2023-11,63.1,9661.29
WH_0414,2023-12,148.0,8111.47
WH_0415,2023-11,143.6,5961.75
WH_0415,2023-12,154.4,9300.04
WH_0416,2023-11,78.2,7810.96
WH_0416,2023-12,105.0,4330.43
WH_0417,2023-11,55.4,6686.37
WH_0417,2023-12,139.5,8999.24
WH_0418,2023-11,174.9,9626.18
WH_0418,2023-12,184.3,9979.91
WH_0419,2023-11,151.8,2886.08
WH_0419,2023-12,73.6,6591.17
WH_0420,2023-11,111.8,2645.55
WH_0420,2023-12,51.1,5252.2
WH_0421,2023-11,52.4,7862.91
WH_0421,2023-12,129.7,7922.11
WH_0422,2023-11,106.8,8191.23
WH_0422,2023-12,190.6,9854.75
WH_0423,2023-11,182.0,5014.24
WH_0423,2023-12,182.2,5535.91
WH_0424,2023-11,180.1,3656.14
WH_0424,2023-12,81.7,8349.48
WH_0425,2023-11,159.0,5218.53
WH_0425,2023-12,132.2,6988.76
WH_0426,2023-11,172.5,4901.56
WH_0426,2023-12,143.4,4371.64
WH_0427,2023-11,179.9,3847.84
WH_0427,2023-12,102.6,3617.0
WH_0428,2023-11,124.3,6663.33
WH_0428,2023-12,62.3,8016.82
WH_0429,2023-11,166.4,8833.73
WH_0429,2023-12,134.7,6110.88
WH_0430,2023-11,144.6,5956.44
WH_0430,2023-12,85.2,5617.92
WH_0431,2023-11,123.2,7655.0
WH_0431,2023-12,142.7,3336.97
WH_0432,2023-11,127.1,8267.92
WH_0432,2023-12,124.0,7297.61
WH_0433,2023-11,164.4,4051.62
WH_0433,2023-12,80.1,6655.09
WH_0434,2023-11,61.5,6729.77
WH_0434,2023-12,77.4,2904.4
WH_0435,2023-11,168.1,3792.38
WH_0435,2023-12,112.6,8288.75
WH_0436,2023-11,52.3,6143.13
WH_0436,2023-12,119.7,5031.06
WH_0437,2023-11,168.1,9790.64
WH_0437,2023-12,92.5,8023.7
WH_0438,2023-11,158.1,8238.99
WH_0438,2023-12,82.8,2896.5
WH_0439,2023-11,56.0,3890.71
WH_0439,2023-12,121.8,7862.99
WH_0440,2023-11,115.3,8990.33
WH_0440,2023-12,163.2,4485.98
WH_0441,2023-11,166.0,2293.98
WH_0441,2023-12,57.7,3316.86
WH_0442,2023-11,117.3,3293.37
WH_0442,2023-12,195.3,4660.52
WH_0443,2023-11,158.8,2365.35
WH_0443,2023-12,101.8,3352.25
WH_0444,2023-11,88.1,8235.92
WH_0444,2023-12,92.0,7925.15
WH_0445,2023-11,108.2,6661.42
WH_0445,2023-12,71.2,7994.1
WH_0446,2023-11,55.0,2659.45
WH_0446,2023-12,133.5,9215.04
WH_0447,2023-11,153.8,6503.27
WH_0447,2023-12,198.6,2518.8
WH_0448,2023-11,172.8,9598.45
WH_0448,2023-12,159.2,4562.69
WH_0449,2023-11,68.8,2425.47
WH_0449,2023-12,101.2,7148.65
WH_0450,2023-11,142.7,5870.79
WH_0450,2023-12,190.5,4461.2
WH_0451,2023-11,95.3,2371.35
WH_0451,2023-12,175.0,7516.17
WH_0452,2023-11,130.7,8449.0
WH_0452,2023-12,95.5,7950.46
WH_0453,2023-11,61.3,3722.65
WH_0453,2023-12,115.3,8462.09
WH_0454,2023-11,98.9,4332.25
WH_0454,2023-12,137.6,3505.68
WH_0455,2023-11,176.8,4536.26
WH_0455,2023-12,164.0,8726.84
WH_0456,2023-11,93.5,3022.79
WH_0456,2023-12,75.6,2120.6
WH_0457,2023-11,94.1,8870.3
WH_0457,2023-12,109.4,7470.68
WH_0458,2023-11,107.9,4740.18
WH_0458,2023-12,68.0,7514.34
WH_0459,2023-11,69.5,3301.97
WH_0459,2023-12,191.7,9160.03
WH_0460,2023-11,117.6,5353.59
WH_0460,2023-12,180.6,9527.35
WH_0461,2023-11,183.4,4708.42
WH_0461,2023-12,129.1,3750.43
WH_0462,2023-11,111.3,6152.3
WH_0462,2023-12,94.5,6595.76
WH_0463,2023-11,97.3,6446.47
WH_0463,2023-12,107.9,9573.1
WH_0464,2023-11,88.1,7909.53
WH_0464,2023-12,140.2,5347.02
WH_0465,2023-11,127.6,5119.87
WH_0465,2023-12,64.9,5728.06
WH_0466,2023-11,58.1,8453.73
WH_0466,2023-12,161.6,7886.06
WH_0467,2023-11,166.4,2719.94
WH_0467,2023-12,123.8,2446.6
WH_0468,2023-11,123.4,6509.19
WH_0468,2023-12,113.7,3561.24
WH_0469,2023-11,60.6,9790.28
WH_0469,2023-12,140.2,8801.8
WH_0470,2023-11,63.0,9282.83
WH_0470,2023-12,67.2,9182.71
WH_0471,2023-11,148.9,6688.89
WH_0471,2023-12,170.9,9566.49
WH_0472,2023-11,81.5,8668.11
WH_0472,2023-12,179.7,7233.54
WH_0473,2023-11,92.8,8788.34
WH_0473,2023-12,94.9,6316.07
WH_0474,2023-11,164.7,7997.64
WH_0474,2023-12,133.3,2245.95
WH_0475,2023-11,139.7,4981.88
WH_0475,2023-12,105.6,3687.9
WH_0476,2023-11,173.4,4557.38
WH_0476,2023-12,54.4,7791.78
WH_0477,2023-11,92.6,7128.3
WH_0477,2023-12,160.2,6168.75
WH_0478,2023-11,89.9,7468.94
WH_0478,2023-12,61.9,5502.9
WH_0479,2023-11,199.1,5170.72
WH_0479,2023-12,105.4,6060.05
WH_0480,2023-11,131.6,6196.93
WH_0480,2023-12,89.7,2096.3
WH_0481,2023-11,109.6,3226.83
WH_0481,2023-12,125.9,7940.3
WH_0482,2023-11,103.5,8079.64
WH_0482,2023-12,151.3,5790.6
WH_0483,2023-11,58.0,3303.32
WH_0483,2023-12,178.1,7961.6
WH_0484,2023-11,132.8,7122.22
WH_0484,2023-12,126.0,2519.27
WH_0485,2023-11,166.3,6237.69
WH_0485,2023-12,56.2,7132.86
WH_0486,2023-11,66.4,3602.88
WH_0486,2023-12,82.4,3553.04
WH_0487,2023-11,58.9,3539.93
WH_0487,2023-12,163.1,6226.03
WH_0488,2023-11,194.7,5718.58
WH_0488,2023-12,191.2,9021.25
WH_0489,2023-11,108.5,7877.66
WH_0489,2023-12,53.4,4000.36
WH_0490,2023-11,156.8,7740.48
WH_0490,2023-12,187.4,8809.3
WH_0491,2023-11,171.8,7088.44
WH_0491,2023-12,72.4,3384.14
WH_0492,2023-11,177.4,6478.9
WH_0492,2023-12,115.2,8938.26
WH_0493,2023-11,198.1,5964.89
WH_0493,2023-12,85.9,8215.49
WH_0494,2023-11,164.5,8592.83
WH_0494,2023-12,136.9,8260.86
WH_0495,2023-11,142.1,8086.4
WH_0495,2023-12,66.3,5016.51
WH_0496,2023-11,167.3,4662.34
WH_0496,2023-12,137.8,8741.98
WH_0497,2023-11,90.8,9980.83
WH_0497,2023-12,65.7,2368.99
WH_0498,2023-11,107.6,2540.18
WH_0498,2023-12,133.5,5746.12
WH_0499,2023-11,112.5,4385.4
WH_0499,2023-12,127.8,7179.83
WH_0500,2023-11,106.9,2501.62
WH_0500,2023-12,124.0,2325.11
WH_0501,2023-11,120.2,5710.21
WH_0501,2023-12,54.2,7135.0
WH_0502,2023-11,154.0,5718.13
WH_0502,2023-12,147.5,4932.42
WH_0503,2023-11,104.1,9803.12
WH_0503,2023-12,73.0,9405.33
WH_0504,2023-11,97.2,9497.17
WH_0504,2023-12,57.3,9167.79
WH_0505,2023-11,133.7,3471.46
WH_0505,2023-12,175.6,7062.95
WH_0506,2023-11,129.8,3152.86
WH_0506,2023-12,179.3,2402.66
WH_0507,2023-11,115.3,5770.68
WH_0507,2023-12,90.9,7161.33
WH_0508,2023-11,160.0,4006.09
WH_0508,2023-12,140.5,5395.46
WH_0509,2023-11,77.1,5172.36
WH_0509,2023-12,78.2,7956.01
WH_0510,2023-11,62.8,6424.43
WH_0510,2023-12,115.0,2811.5
WH_0511,2023-11,111.9,9879.81
WH_0511,2023-12,180.2,9652.33
WH_0512,2023-11,58.6,3586.17
WH_0512,2023-12,189.3,2575.16
WH_0513,2023-11,115.1,7519.94
WH_0513,2023-12,149.4,4663.6
WH_0514,2023-11,80.4,7760.63
WH_0514,2023-12,73.1,8812.91
WH_0515,2023-11,104.6,7068.9
WH_0515,2023-12,105.5,8093.41
WH_0516,2023-11,102.1,4653.39
WH_0516,2023-12,146.3,2307.69
WH_0517,2023-11,165.0,4657.62
WH_0517,2023-12,166.2,7673.14
WH_0518,2023-11,155.0,6798.01
WH_0518,2023-12,168.1,6774.74
WH_0519,2023-11,75.5,6903.34
WH_0519,2023-12,108.1,8205.81
WH_0520,2023-11,163.3,3257.1
WH_0520,2023-12,162.6,6549.42
WH_0521,2023-11,166.4,7063.37
WH_0521,2023-12,70.3,7539.03
WH_0522,2023-11,56.9,9044.38
WH_0522,2023-12,65.9,9094.93
WH_0523,2023-11,63.4,5530.15
WH_0523,2023-12,155.6,4840.26
WH_0524,2023-11,179.2,7944.0
WH_0524,2023-12,59.6,9665.76
WH_0525,2023-11,106.6,8192.44
WH_0525,2023-12,108.7,5222.83
WH_0526,2023-11,162.8,4891.74
WH_0526,2023-12,101.2,6514.43
WH_0527,2023-11,77.0,5841.85
WH_0527,2023-12,195.4,8781.55
WH_0528,2023-11,125.1,8290.86
WH_0528,2023-12,74.6,3622.49
WH_0529,2023-11,112.7,3524.72
WH_0529,2023-12,97.6,4118.07
WH_0530,2023-11,51.0,5531.69
WH_0530,2023-12,146.5,3144.0
WH_0531,2023-11,200.0,3113.74
WH_0531,2023-12,175.0,8293.16
WH_0532,2023-11,158.8,4432.11
WH_0532,2023-12,50.9,2339.4
WH_0533,2023-11,173.7,3800.45
WH_0533,2023-12,157.0,4137.19
WH_0534,2023-11,103.0,8892.86
WH_0534,2023-12,79.7,3070.75
WH_0535,2023-11,59.9,6708.1
WH_0535,2023-12,93.4,5074.23
WH_0536,2023-11,79.4,3006.13
WH_0536,2023-12,50.5,9768.24
WH_0537,2023-11,93.8,8110.82
WH_0537,2023-12,59.0,5385.92
WH_0538,2023-11,56.6,2574.2
WH_0538,2023-12,70.8,8228.02
WH_0539,2023-11,141.9,8432.61
WH_0539,2023-12,56.5,7417.53
WH_0540,2023-11,53.5,6581.41
WH_0540,2023-12,157.9,9539.41
WH_0541,2023-11,187.4,4591.51
WH_0541,2023-12,86.0,6606.07
WH_0542,2023-11,162.4,5190.75
WH_0542,2023-12,69.5,3879.39
WH_0543,2023-11,197.5,5496.76
WH_0543,2023-12,185.5,8791.12
WH_0544,2023-11,60.3,6390.44
WH_0544,2023-12,95.1,2466.8
WH_0545,2023-11,53.3,9123.9
WH_0545,2023-12,99.2,8025.6
WH_0546,2023-11,53.9,4603.27
WH_0546,2023-12,79.3,5768.2
WH_0547,2023-11,144.4,9569.69
WH_0547,2023-12,51.0,7366.41
WH_0548,2023-11,163.8,4183.56
WH_0548,2023-12,59.3,9897.35
WH_0549,2023-11,195.6,6282.62
WH_0549,2023-12,131.6,3535.76
WH_0550,2023-11,137.2,5170.68
WH_0550,2023-12,74.8,7326.95
WH_0551,2023-11,86.2,3333.72
WH_0551,2023-12,125.7,6709.27
WH_0552,2023-11,173.7,5037.72
WH_0552,2023-12,95.2,7502.56
WH_0553,2023-11,158.9,8817.61
WH_0553,2023-12,145.2,8180.61
WH_0554,2023-11,87.2,5127.76
WH_0554,2023-12,68.1,5804.87
WH_0555,2023-11,148.4,8368.9
WH_0555,2023-12,81.5,6524.0
WH_0556,2023-11,68.4,4321.48
WH_0556,2023-12,145.4,3046.74
WH_0557,2023-11,126.3,7336.55
WH_0557,2023-12,156.8,5869.22
WH_0558,2023-11,151.8,6422.55
WH_0558,2023-12,99.5,7172.9
WH_0559,2023-11,65.5,6534.07
WH_0559,2023-12,179.3,8299.72
WH_0560,2023-11,136.0,6260.24
WH_0560,2023-12,178.0,2096.65
WH_0561,2023-11,126.4,3604.07
WH_0561,2023-12,149.8,7104.48
WH_0562,2023-11,120.4,8218.41
WH_0562,2023-12,95.4,8606.08
WH_0563,2023-11,170.0,3670.8
WH_0563,2023-12,92.4,5336.52
WH_0564,2023-11,130.4,8387.16
WH_0564,2023-12,74.0,5687.02
WH_0565,2023-11,78.4,5851.34
WH_0565,2023-12,118.6,8483.07
WH_0566,2023-11,127.9,3865.14
WH_0566,2023-12,121.4,5254.2
WH_0567,2023-11,72.6,3689.45
WH_0567,2023-12,141.4,6723.33
WH_0568,2023-11,64.9,7406.65
WH_0568,2023-12,172.0,7286.59
WH_0569,2023-11,161.0,3961.77
WH_0569,2023-12,194.1,8876.46
WH_0570,2023-11,57.7,6985.95
WH_0570,2023-12,154.0,5057.17
WH_0571,2023-11,52.0,2658.79
WH_0571,2023-12,142.3,5011.03
WH_0572,2023-11,92.8,5905.8
WH_0572,2023-12,63.5,2634.21
WH_0573,2023-11,101.1,8092.76
WH_0573,2023-12,118.0,6496.2
WH_0574,2023-11,79.0,9412.28
WH_0574,2023-12,95.0,4611.37
WH_0575,2023-11,170.9,2622.78
WH_0575,2023-12,189.1,4253.56
WH_0576,2023-11,66.0,6189.96
WH_0576,2023-12,100.8,9091.51
WH_0577,2023-11,198.6,4110.82
WH_0577,2023-12,84.1,6447.81
WH_0578,2023-11,131.1,9290.09
WH_0578,2023-12,161.3,9118.68
WH_0579,2023-11,60.1,3613.05
WH_0579,2023-12,83.7,5264.46
WH_0580,2023-11,92.4,9773.98
WH_0580,2023-12,69.6,4712.3
WH_0581,2023-11,54.4,7113.71
WH_0581,2023-12,127.2,6076.19
WH_0582,2023-11,166.5,5485.07
WH_0582,2023-12,76.3,3457.6
WH_0583,2023-11,96.1,7217.95
WH_0583,2023-12,63.6,3809.95
WH_0584,2023-11,78.4,5590.67
WH_0584,2023-12,66.9,2135.22
WH_0585,2023-11,177.5,4811.3
WH_0585,2023-12,143.9,3568.92
WH_0586,2023-11,163.1,8695.6
WH_0586,2023-12,149.8,6755.16
WH_0587,2023-11,64.3,4995.56
WH_0587,2023-12,131.2,2318.49
WH_0588,2023-11,191.5,4258.66
WH_0588,2023-12,95.1,8601.12
WH_0589,2023-11,162.0,5333.86
WH_0589,2023-12,128.1,9745.0
WH_0590,2023-11,171.3,4539.61
WH_0590,2023-12,81.0,7712.35
WH_0591,2023-11,198.7,3854.54
WH_0591,2023-12,64.7,9349.89
WH_0592,2023-11,94.7,2831.15
WH_0592,2023-12,57.7,7504.58
WH_0593,2023-11,127.6,2562.8
WH_0593,2023-12,146.5,4388.56
WH_0594,2023-11,109.1,2873.63
WH_0594,2023-12,91.3,2603.93
WH_0595,2023-11,118.7,8020.56
WH_0595,2023-12,199.7,8591.74
WH_0596,2023-11,198.6,7726.47
WH_0596,2023-12,161.7,8704.33
WH_0597,2023-11,147.3,9223.71
WH_0597,2023-12,87.0,2022.45
WH_0598,2023-11,137.4,6840.9
WH_0598,2023-12,175.9,3091.01
WH_0599,2023-11,194.0,8449.34
WH_0599,2023-12,170.7,7940.26
WH_0600,2023-11,164.0,6510.0
WH_0600,2023-12,98.1,2312.48
WH_0601,2023-11,116.9,5641.72
WH_0601,2023-12,61.2,3010.49
WH_0602,2023-11,83.9,3070.8
WH_0602,2023-12,141.5,5646.64
WH_0603,2023-11,113.0,8707.73
WH_0603,2023-12,186.8,7894.01
WH_0604,2023-11,190.2,9718.83
WH_0604,2023-12,93.2,7836.18
WH_0605,2023-11,133.5,9637.73
WH_0605,2023-12,182.6,7245.82
WH_0606,2023-11,199.8,8722.13
WH_0606,2023-12,167.3,6907.51
WH_0607,2023-11,81.9,9599.44
WH_0607,2023-12,64.1,6723.03
WH_0608,2023-11,139.2,2575.39
WH_0608,2023-12,54.6,7297.2
WH_0609,2023-11,133.8,7477.36
WH_0609,2023-12,142.4,6599.12
WH_0610,2023-11,186.0,9475.73
WH_0610,2023-12,136.9,5201.64
WH_0611,2023-11,64.7,4301.95
WH_0611,2023-12,111.7,5161.65
WH_0612,2023-11,61.4,2255.49
WH_0612,2023-12,59.6,5124.42
WH_0613,2023-11,98.2,3871.55
WH_0613,2023-12,52.4,4950.68
WH_0614,2023-11,57.7,3788.59
WH_0614,2023-12,52.2,4663.37
WH_0615,2023-11,147.0,4926.25
WH_0615,2023-12,163.0,6510.01
WH_0616,2023-11,190.7,8700.62
WH_0616,2023-12,182.8,8267.56
WH_0617,2023-11,78.2,2799.18
WH_0617,2023-12,135.4,3277.37
WH_0618,2023-11,140.6,3089.08
WH_0618,2023-12,102.2,6988.7
WH_0619,2023-11,127.0,6142.54
WH_0619,2023-12,104.5,2571.06
WH_0620,2023-11,184.8,9999.53
WH_0620,2023-12,142.3,5281.67
WH_0621,2023-11,93.2,6011.59
WH_0621,2023-12,101.5,7365.48
WH_0622,2023-11,72.4,4804.27
WH_0622,2023-12,183.9,6657.68
WH_0623,2023-11,139.1,6485.71
WH_0623,2023-12,160.5,9203.48
WH_0624,2023-11,101.9,7635.88
WH_0624,2023-12,189.2,5681.23
WH_0625,2023-11,194.6,6367.0
WH_0625,2023-12,129.5,8428.07
WH_0626,2023-11,187.8,4882.45
WH_0626,2023-12,199.0,6696.37
WH_0627,2023-11,180.2,4077.44
WH_0627,2023-12,170.0,5890.46
WH_0628,2023-11,153.7,8594.5
WH_0628,2023-12,52.7,4539.65
WH_0629,2023-11,96.7,2274.7
WH_0629,2023-12,133.1,4858.38
WH_0630,2023-11,177.4,4803.2
WH_0630,2023-12,120.3,4888.38
WH_0631,2023-11,149.7,3941.45
WH_0631,2023-12,148.6,3852.46
WH_0632,2023-11,120.4,6042.92
WH_0632,2023-12,174.4,2659.02
WH_0633,2023-11,154.7,6205.27
WH_0633,2023-12,149.1,3411.25
WH_0634,2023-11,92.1,8933.58
WH_0634,2023-12,91.7,4236.83
WH_0635,2023-11,56.7,8921.67
WH_0635,2023-12,137.1,6565.36
WH_0636,2023-11,80.5,4965.07
WH_0636,2023-12,188.7,6006.87
WH_0637,2023-11,137.8,3468.87
WH_0637,2023-12,69.7,4308.94
WH_0638,2023-11,122.6,2763.64
WH_0638,2023-12,117.2,4031.54
WH_0639,2023-11,99.7,8392.98
WH_0639,2023-12,152.7,8890.12
WH_0640,2023-11,70.2,7653.15
WH_0640,2023-12,170.2,2200.88
WH_0641,2023-11,77.9,6553.17
WH_0641,2023-12,161.4,7593.53
WH_0642,2023-11,82.5,7128.02
WH_0642,2023-12,66.6,7158.77
WH_0643,2023-11,196.6,4324.23
WH_0643,2023-12,175.4,3467.89
WH_0644,2023-11,126.9,6605.31
WH_0644,2023-12,108.1,9410.42
WH_0645,2023-11,103.0,6769.49
WH_0645,2023-12,185.4,5096.27
WH_0646,2023-11,52.9,8942.8
WH_0646,2023-12,126.9,6067.72
WH_0647,2023-11,57.0,7525.77
WH_0647,2023-12,188.7,4493.13
WH_0648,2023-11,196.9,8010.08
WH_0648,2023-12,183.2,6348.64
WH_0649,2023-11,174.0,8625.95
WH_0649,2023-12,73.6,8568.34
WH_0650,2023-11,138.8,7021.31
WH_0650,2023-12,151.5,8648.73
WH_0651,2023-11,92.5,8781.09
WH_0651,2023-12,165.4,8265.59
WH_0652,2023-11,186.3,8899.51
WH_0652,2023-12,71.4,2393.48
WH_0653,2023-11,108.0,9556.37
WH_0653,2023-12,145.1,7185.12
WH_0654,2023-11,130.8,6507.16
WH_0654,2023-12,146.1,3810.75
WH_0655,2023-11,101.1,8505.09
WH_0655,2023-12,103.9,9259.86
WH_0656,2023-11,167.4,9178.59
WH_0656,2023-12,181.2,8017.25
WH_0657,2023-11,101.9,4990.19
WH_0657,2023-12,166.8,2949.35
WH_0658,2023-11,131.8,8347.35
WH_0658,2023-12,126.9,4225.99
WH_0659,2023-11,130.7,3824.22
WH_0659,2023-12,99.6,3114.77
WH_0660,2023-11,186.5,5967.61
WH_0660,2023-12,113.1,5519.87
WH_0661,2023-11,97.2,3819.56
WH_0661,2023-12,141.0,3931.0
WH_0662,2023-11,103.4,5478.08
WH_0662,2023-12,187.0,9018.33
WH_0663,2023-11,54.8,5032.25
WH_0663,2023-12,77.6,5443.98
WH_0664,2023-11,55.6,4046.87
WH_0664,2023-12,59.5,5409.16
WH_0665,2023-11,109.7,9745.2
WH_0665,2023-12,149.2,4787.19
WH_0666,2023-11,189.9,2704.37
WH_0666,2023-12,74.7,8501.56
WH_0667,2023-11,135.8,6070.11
WH_0667,2023-12,64.8,3840.25
WH_0668,2023-11,81.4,7071.24
WH_0668,2023-12,148.5,2236.48
WH_0669,2023-11,171.7,5092.72
WH_0669,2023-12,69.6,3956.76
WH_0670,2023-11,72.3,5615.78
WH_0670,2023-12,101.7,3347.84
WH_0671,2023-11,110.7,6101.39
WH_0671,2023-12,124.7,7009.54
WH_0672,2023-11,129.5,6917.9
WH_0672,2023-12,112.3,5219.8
WH_0673,2023-11,81.3,5896.11
WH_0673,2023-12,103.0,6871.9
WH_0674,2023-11,71.1,4498.13
WH_0674,2023-12,59.3,5803.62
WH_0675,2023-11,88.4,9456.59
WH_0675,2023-12,90.0,9152.21
WH_0676,2023-11,157.1,9217.47
WH_0676,2023-12,186.5,8849.91
WH_0677,2023-11,133.2,9505.99
WH_0677,2023-12,147.6,6303.24
WH_0678,2023-11,98.4,4637.74
WH_0678,2023-12,97.8,4165.89
WH_0679,2023-11,167.2,5924.44
WH_0679,2023-12,175.6,8689.84
WH_0680,2023-11,119.2,6411.34
WH_0680,2023-12,185.5,3599.34
WH_0681,2023-11,123.5,9150.03
WH_0681,2023-12,102.5,2051.86
WH_0682,2023-11,110.8,2595.96
WH_0682,2023-12,188.1,5679.68
WH_0683,2023-11,144.1,2497.67
WH_0683,2023-12,183.2,7092.4
WH_0684,2023-11,165.3,5910.6
WH_0684,2023-12,133.7,8629.08
WH_0685,2023-11,75.3,9303.31
WH_0685,2023-12,103.9,9715.45
WH_0686,2023-11,132.0,4018.39
WH_0686,2023-12,192.1,2678.13
WH_0687,2023-11,143.7,9333.56
WH_0687,2023-12,105.0,9732.68
WH_0688,2023-11,128.1,5735.58
WH_0688,2023-12,144.6,8320.23
WH_0689,2023-11,61.6,6963.06
WH_0689,2023-12,182.8,8648.77
WH_0690,2023-11,161.1,9966.18
WH_0690,2023-12,178.7,6525.72
WH_0691,2023-11,147.9,8628.18
WH_0691,2023-12,114.3,4608.74
WH_0692,2023-11,129.0,3866.02
WH_0692,2023-12,177.2,3477.88
WH_0693,2023-11,183.4,9652.76
WH_0693,2023-12,159.5,9656.78
WH_0694,2023-11,119.2,8428.85
WH_0694,2023-12,147.3,6610.98
WH_0695,2023-11,173.6,9999.07
WH_0695,2023-12,70.3,3188.69
WH_0696,2023-11,68.2,8697.45
WH_0696,2023-12,169.3,2890.85
WH_0697,2023-11,65.7,8219.87
WH_0697,2023-12,154.4,7852.24
WH_0698,2023-11,74.6,4461.22
